Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
14:35:24:34.884,0
14:35:24:35.885,0
14:35:24:36.887,0
14:35:24:37.889,0
14:35:24:38.890,0
14:35:24:39.892,0
14:35:24:40.893,0
14:35:24:41.895,0
14:35:24:42.897,0
14:35:24:43.898,0
14:35:24:44.899,0
14:35:24:45.901,0
14:35:24:46.903,0
14:35:24:47.904,0
14:35:24:48.906,0
14:35:24:49.907,0
14:35:24:50.909,0
14:35:24:51.911,0
14:35:24:52.912,0
14:35:24:53.914,0
14:35:24:54.915,0
14:35:24:55.917,0
14:35:24:56.918,0
14:35:24:57.920,0
14:35:24:58.921,0
14:35:24:59.923,0
14:35:25:00.925,0
14:35:25:01.926,0
14:35:25:02.928,0
14:35:25:03.929,0
14:35:25:04.931,0
14:35:25:05.933,0
14:35:25:06.934,0
14:35:25:07.936,0
14:35:25:08.937,0
14:35:25:09.939,0
14:35:25:10.940,0
14:35:25:11.943,0
14:35:25:12.943,0
14:35:25:13.945,0
14:35:25:14.947,0
14:35:25:15.948,0
14:35:25:16.950,0
14:35:25:17.951,0
14:35:25:18.953,0
14:35:25:19.954,0
14:35:25:20.956,0
14:35:25:21.958,0
14:35:25:22.959,0
14:35:25:23.961,0
14:35:25:24.962,0
14:35:25:25.964,0
14:35:25:26.965,0
14:35:25:27.967,0
14:35:25:28.969,0
14:35:25:29.970,0
14:35:25:30.972,0
14:35:25:31.973,0
14:35:25:32.975,0
14:35:25:33.976,0
14:35:25:34.978,0
14:35:25:35.980,0
14:35:25:36.981,0
14:35:25:37.983,0
14:35:25:38.984,0
14:35:25:39.986,0
14:35:25:40.988,0
14:35:25:41.989,0
14:35:25:42.991,0
14:35:25:43.992,0
14:35:25:44.994,0
14:35:25:45.995,0
14:35:25:46.997,0
14:35:25:47.998,0
14:35:25:49.000,0
14:35:25:50.001,0
14:35:25:51.003,0
14:35:25:52.005,0
14:35:25:53.006,0
14:35:25:54.008,0
14:35:25:55.009,0
14:35:25:56.011,0
14:35:25:57.012,0
14:35:25:58.014,0
14:35:25:59.016,0
14:35:26:00.017,0
14:35:26:01.019,0
14:35:26:02.020,0
14:35:26:03.022,0
14:35:26:04.024,0
14:35:26:05.025,0
14:35:26:06.026,0
14:35:26:07.028,0
14:35:26:08.030,0
14:35:26:09.031,0
14:35:26:10.033,0
14:35:26:11.035,0
14:35:26:12.036,0
14:35:26:13.038,0
14:35:26:14.039,0
14:35:26:15.041,0
14:35:26:16.042,0
14:35:26:17.044,0
14:35:26:18.045,0
14:35:26:19.047,0
14:35:26:20.049,0
14:35:26:21.050,0
14:35:26:22.052,0
14:35:26:23.053,0
14:35:26:24.055,0
14:35:26:25.056,0
14:35:26:26.058,0
14:35:26:27.060,0
14:35:26:28.061,0
14:35:26:29.063,0
14:35:26:30.064,0
14:35:26:31.066,0
14:35:26:32.067,0
14:35:26:33.069,0
14:35:26:34.071,0
14:35:26:35.072,0
14:35:26:36.074,0
14:35:26:37.075,0
14:35:26:38.077,0
14:35:26:39.078,0
14:35:26:40.080,0
14:35:26:41.081,0
14:35:26:42.083,0
14:35:26:43.085,0
14:35:26:44.086,0
14:35:26:45.088,0
14:35:26:46.089,0
14:35:26:47.091,0
14:35:26:48.092,0
14:35:26:49.094,0
14:35:26:50.096,0
14:35:26:51.097,0
14:35:26:52.099,0
14:35:26:53.100,0
14:35:26:54.102,0
14:35:26:55.103,0
14:35:26:56.105,0
14:35:26:57.107,0
14:35:26:58.108,0
14:35:26:59.110,0
14:35:27:00.111,0
14:35:27:01.113,0
14:35:27:02.114,0
14:35:27:03.116,0
14:35:27:04.118,0
14:35:27:05.119,0
14:35:27:06.121,0
14:35:27:07.122,0
14:35:27:08.124,0
14:35:27:09.125,0
14:35:27:10.127,0
14:35:27:11.128,0
14:35:27:12.130,0
14:35:27:13.132,0
14:35:27:14.133,0
14:35:27:15.135,0
14:35:27:16.136,0
14:35:27:17.138,0
14:35:27:18.140,0
14:35:27:19.141,0
14:35:27:20.143,0
14:35:27:21.144,0
14:35:27:22.146,0
14:35:27:23.147,0
14:35:27:24.149,0
14:35:27:25.150,0
14:35:27:26.152,0
14:35:27:27.154,0
14:35:27:28.155,0
14:35:27:29.157,0
14:35:27:30.158,0
14:35:27:31.160,0
14:35:27:32.161,0
14:35:27:33.163,0
14:35:27:34.165,0
14:35:27:35.166,0
14:35:27:36.168,0
14:35:27:37.169,0
14:35:27:38.171,0
14:35:27:39.172,0
14:35:27:40.174,0
14:35:27:41.176,0
14:35:27:42.177,0
14:35:27:43.179,0
14:35:27:44.180,0
14:35:27:45.182,0
14:35:27:46.183,0
14:35:27:47.185,0
14:35:27:48.187,0
14:35:27:49.188,0
14:35:27:50.190,0
14:35:27:51.191,0
14:35:27:52.193,0
14:35:27:53.194,0
14:35:27:54.196,0
14:35:27:55.198,0
14:35:27:56.199,0
14:35:27:57.201,0
14:35:27:58.202,0
14:35:27:59.204,0
14:35:28:00.205,0
14:35:28:01.207,0
14:35:28:02.209,0
14:35:28:03.210,0
14:35:28:04.212,0
14:35:28:05.213,0
14:35:28:06.215,0
14:35:28:07.216,0
14:35:28:08.218,0
14:35:28:09.220,0
14:35:28:10.221,0
14:35:28:11.223,0
14:35:28:12.224,0
14:35:28:13.226,0
14:35:28:14.227,0
14:35:28:15.229,0
14:35:28:16.231,0
14:35:28:17.232,0
14:35:28:18.234,0
14:35:28:19.236,0
14:35:28:20.237,0
14:35:28:21.238,0
14:35:28:22.240,0
14:35:28:23.242,0
14:35:28:24.243,0
14:35:28:25.245,0
14:35:28:26.246,0
14:35:28:27.248,0
14:35:28:28.249,0
14:35:28:29.251,0
14:35:28:30.252,0
14:35:28:31.254,0
14:35:28:32.256,0
14:35:28:33.257,0
14:35:28:34.259,0
14:35:28:35.260,0
14:35:28:36.262,0
14:35:28:37.263,0
14:35:28:38.265,0
14:35:28:39.267,0
14:35:28:40.268,0
14:35:28:41.270,0
14:35:28:42.271,0
14:35:28:43.273,0
14:35:28:44.274,0
14:35:28:45.276,0
14:35:28:46.278,0
14:35:28:47.279,0
14:35:28:48.282,0
14:35:28:49.282,0
14:35:28:50.284,0
14:35:28:51.286,0
14:35:28:52.287,0
14:35:28:53.289,0
14:35:28:54.290,0
14:35:28:55.292,0
14:35:28:56.293,0
14:35:28:57.295,0
14:35:28:58.296,0
14:35:28:59.298,0
14:35:29:00.299,0
14:35:29:01.301,0
14:35:29:02.303,0
14:35:29:03.304,0
14:35:29:04.306,0
14:35:29:05.307,0
14:35:29:06.309,0
14:35:29:07.310,0
14:35:29:08.312,0
14:35:29:09.314,0
14:35:29:10.315,0
14:35:29:11.317,0
14:35:29:12.318,0
14:35:29:13.320,0
14:35:29:14.321,0
14:35:29:15.323,0
14:35:29:16.325,0
14:35:29:17.327,0
14:35:29:18.328,0
14:35:29:19.329,0
14:35:29:20.331,0
14:35:29:21.332,0
14:35:29:22.334,0
14:35:29:23.335,0
14:35:29:24.337,0
14:35:29:25.339,0
14:35:29:26.340,0
14:35:29:27.342,0
14:35:29:28.343,0
14:35:29:29.345,0
14:35:29:30.347,0
14:35:29:31.348,0
14:35:29:32.350,0
14:35:29:33.351,0
14:35:29:34.353,0
14:35:29:35.354,0
14:35:29:36.356,0
14:35:29:37.358,0
14:35:29:38.359,0
14:35:29:39.361,0
14:35:29:40.362,0
14:35:29:41.364,0
14:35:29:42.365,0
14:35:29:43.367,0
14:35:29:44.369,0
14:35:29:45.370,0
14:35:29:46.372,0
14:35:29:47.373,0
14:35:29:48.375,0
14:35:29:49.376,0
14:35:29:50.378,0
14:35:29:51.379,0
14:35:29:52.381,0
14:35:29:53.383,0
14:35:29:54.384,0
14:35:29:55.386,0
14:35:29:56.387,0
14:35:29:57.389,0
14:35:29:58.390,0
14:35:29:59.392,0
14:35:30:00.394,0
14:35:30:01.395,0
14:35:30:02.397,0
14:35:30:03.398,0
14:35:30:04.400,0
14:35:30:05.401,0
14:35:30:06.403,0
14:35:30:07.405,0
14:35:30:08.406,0
14:35:30:09.408,0
14:35:30:10.409,0
14:35:30:11.411,0
14:35:30:12.412,0
14:35:30:13.414,0
14:35:30:14.415,0
14:35:30:15.417,0
14:35:30:16.419,0
14:35:30:17.420,0
14:35:30:18.422,0
14:35:30:19.423,0
14:35:30:20.425,0
14:35:30:21.427,0
14:35:30:22.428,0
14:35:30:23.430,0
14:35:30:24.431,0
14:35:30:25.433,0
14:35:30:26.434,0
14:35:30:27.436,0
14:35:30:28.437,0
14:35:30:29.439,0
14:35:30:30.441,0
14:35:30:31.442,0
14:35:30:32.444,0
14:35:30:33.445,0
14:35:30:34.447,0
14:35:30:35.448,0
14:35:30:36.450,0
14:35:30:37.452,0
14:35:30:38.453,0
14:35:30:39.455,0
14:35:30:40.456,0
14:35:30:41.458,0
14:35:30:42.459,0
14:35:30:43.461,0
14:35:30:44.463,0
14:35:30:45.464,0
14:35:30:46.466,0
14:35:30:47.467,0
14:35:30:48.469,0
14:35:30:49.470,0
14:35:30:50.472,0
14:35:30:51.474,0
14:35:30:52.475,0
14:35:30:53.477,0
14:35:30:54.478,0
14:35:30:55.480,0
14:35:30:56.481,0
14:35:30:57.483,0
14:35:30:58.485,0
14:35:30:59.486,0
14:35:31:00.488,0
14:35:31:01.489,0
14:35:31:02.491,0
14:35:31:03.492,0
14:35:31:04.494,0
14:35:31:05.496,0
14:35:31:06.497,0
14:35:31:07.499,0
14:35:31:08.500,0
14:35:31:09.502,0
14:35:31:10.503,0
14:35:31:11.505,0
14:35:31:12.506,0
14:35:31:13.508,0
14:35:31:14.510,0
14:35:31:15.511,0
14:35:31:16.513,0
14:35:31:17.514,0
14:35:31:18.516,0
14:35:31:19.517,0
14:35:31:20.519,0
14:35:31:21.521,0
14:35:31:22.522,0
14:35:31:23.524,0
14:35:31:24.525,0
14:35:31:25.527,0
14:35:31:26.529,0
14:35:31:27.530,0
14:35:31:28.532,0
14:35:31:29.533,0
14:35:31:30.535,0
14:35:31:31.536,0
14:35:31:32.538,0
14:35:31:33.539,0
14:35:31:34.541,0
14:35:31:35.543,0
14:35:31:36.544,0
14:35:31:37.546,0
14:35:31:38.547,0
14:35:31:39.549,0
14:35:31:40.550,0
14:35:31:41.552,0
14:35:31:42.554,0
14:35:31:43.555,0
14:35:31:44.557,0
14:35:31:45.558,0
14:35:31:46.560,0
14:35:31:47.561,0
14:35:31:48.563,0
14:35:31:49.565,0
14:35:31:50.566,0
14:35:31:51.568,0
14:35:31:52.569,0
14:35:31:53.571,0
14:35:31:54.572,0
14:35:31:55.574,0
14:35:31:56.576,0
14:35:31:57.577,0
14:35:31:58.579,0
14:35:31:59.580,0
14:35:32:00.582,0
14:35:32:01.583,0
14:35:32:02.585,0
14:35:32:03.586,0
14:35:32:04.588,0
14:35:32:05.590,0
14:35:32:06.591,0
14:35:32:07.593,0
14:35:32:08.594,0
14:35:32:09.596,0
14:35:32:10.597,0
14:35:32:11.599,0
14:35:32:12.601,0
14:35:32:13.602,0
14:35:32:14.604,0
14:35:32:15.605,0
14:35:32:16.607,0
14:35:32:17.608,0
14:35:32:18.610,0
14:35:32:19.612,0
14:35:32:20.613,0
14:35:32:21.615,0
14:35:32:22.616,0
14:35:32:23.618,0
14:35:32:24.619,0
14:35:32:25.621,0
14:35:32:26.623,0
14:35:32:27.624,0
14:35:32:28.626,0
14:35:32:29.627,0
14:35:32:30.629,0
14:35:32:31.630,0
14:35:32:32.632,0
14:35:32:33.633,0
14:35:32:34.635,0
14:35:32:35.637,0
14:35:32:36.638,0
14:35:32:37.640,0
14:35:32:38.641,0
14:35:32:39.643,0
14:35:32:40.644,0
14:35:32:41.646,0
14:35:32:42.648,0
14:35:32:43.649,0
14:35:32:44.651,0
14:35:32:45.652,0
14:35:32:46.654,0
14:35:32:47.656,0
14:35:32:48.657,0
14:35:32:49.659,0
14:35:32:50.660,0
14:35:32:51.662,0
14:35:32:52.663,0
14:35:32:53.666,0
14:35:32:54.667,0
14:35:32:55.668,0
14:35:32:56.670,0
14:35:32:57.671,0
14:35:32:58.673,0
14:35:32:59.674,0
14:35:33:00.676,0
14:35:33:01.677,0
14:35:33:02.679,0
14:35:33:03.681,0
14:35:33:04.682,0
