Timestamp,FaceBlendShape.EyeBlinkLeft,FaceBlendShape.EyeLookDownLeft,FaceBlendShape.EyeLookInLeft,FaceBlendShape.EyeLookOutLeft,FaceBlendShape.EyeLookUpLeft,FaceBlendShape.EyeSquintLeft,FaceBlendShape.EyeWideLeft,FaceBlendShape.EyeBlinkRight,FaceBlendShape.EyeLookDownRight,FaceBlendShape.EyeLookInRight,FaceBlendShape.EyeLookOutRight,FaceBlendShape.EyeLookUpRight,FaceBlendShape.EyeSquintRight,FaceBlendShape.EyeWideRight,FaceBlendShape.JawForward,FaceBlendShape.JawLeft,FaceBlendShape.JawRight,FaceBlendShape.JawOpen,FaceBlendShape.MouthClose,FaceBlendShape.MouthFunnel,FaceBlendShape.MouthPucker,FaceBlendShape.MouthLeft,FaceBlendShape.MouthRight,FaceBlendShape.MouthSmileLeft,FaceBlendShape.MouthSmileRight,FaceBlendShape.MouthFrownLeft,FaceBlendShape.MouthFrownRight,FaceBlendShape.MouthDimpleLeft,FaceBlendShape.MouthDimpleRight,FaceBlendShape.MouthStretchLeft,FaceBlendShape.MouthStretchRight,FaceBlendShape.MouthRollLower,FaceBlendShape.MouthRollUpper,FaceBlendShape.MouthShrugLower,FaceBlendShape.MouthShrugUpper,FaceBlendShape.MouthPressLeft,FaceBlendShape.MouthPressRight,FaceBlendShape.MouthLowerDownLeft,FaceBlendShape.MouthLowerDownRight,FaceBlendShape.MouthUpperUpLeft,FaceBlendShape.MouthUpperUpRight,FaceBlendShape.BrowDownLeft,FaceBlendShape.BrowDownRight,FaceBlendShape.BrowInnerUp,FaceBlendShape.BrowOuterUpLeft,FaceBlendShape.BrowOuterUpRight,FaceBlendShape.CheekPuff,FaceBlendShape.CheekSquintLeft,FaceBlendShape.CheekSquintRight,FaceBlendShape.NoseSneerLeft,FaceBlendShape.NoseSneerRight,FaceBlendShape.TongueOut,FaceBlendShape.HeadYaw,FaceBlendShape.HeadPitch,FaceBlendShape.HeadRoll,FaceBlendShape.LeftEyeYaw,FaceBlendShape.LeftEyePitch,FaceBlendShape.LeftEyeRoll,FaceBlendShape.RightEyeYaw,FaceBlendShape.RightEyePitch,FaceBlendShape.RightEyeRoll
0.0165134,1.99e-18,0.0,0.1037353203,0.0,0.06628862768,0.1053659767,0.3264448643,2.15e-18,0.0,0.01232577022,0.0,0.06661783904,0.1054480076,0.3265343308,0.0155663006,0.01845428906,0.0,0.0248370152,0.02875082381,0.03224056959,0.08038839698,0.01026255265,0.0,0.0,0.0,0.1433045268,0.116218105,0.007195000537,0.007096771151,0.05258146301,0.05090886727,0.03031249717,0.01059525553,0.121327281,0.08556456864,0.02734006569,0.02712128684,0.01754045114,0.0161196366,0.01570686512,0.01576741599,0.03234174848,0.03116333857,0.07103911042,0.0,0.0,0.02106115595,0.04874726757,0.05534561723,0.06821271777,0.07155346125,3.81e-09,0.04069708288,-0.02783151716,0.0149657717,-0.00752620399,-0.02906833962,0.0002188338258,0.0633417666,-0.02898200415,-0.001835055999
0.0169072,1.83e-18,0.0,0.1030502766,0.0,0.06438682973,0.1056137159,0.3252124488,1.98e-18,0.0,0.01303429622,0.0,0.06471057981,0.1056972891,0.3253040314,0.01560758241,0.01852350309,0.0,0.02488369122,0.02875082381,0.0323121734,0.08059424162,0.01016061753,0.0,0.0,0.0,0.1433813572,0.1161562353,0.007206473034,0.007111623418,0.05265447125,0.05100423098,0.03038718924,0.01062532701,0.1214964166,0.08567783237,0.02741348185,0.02719281055,0.01755175367,0.01613985561,0.01568180881,0.01574880444,0.03263369948,0.03145693615,0.07097508013,0.0,0.0,0.02112712525,0.04873817787,0.05537139624,0.06815426052,0.07151525468,2.75e-09,0.04060074314,-0.02895280533,0.01507366728,-0.007959024049,-0.02823621035,0.0002247900702,0.06292495877,-0.02814977989,-0.001770621049
0.0157288,1.68e-18,0.0,0.1047622114,0.0,0.06222248077,0.1056085825,0.3247730434,1.82e-18,0.0,0.01134544425,0.0,0.06254677474,0.1056929082,0.3248664737,0.01562321093,0.01864759065,0.0,0.0249063056,0.02875082381,0.03237540647,0.08082354069,0.0100868633,0.0,0.0,0.0,0.1431048363,0.1156967953,0.007218020968,0.007126241922,0.05264282972,0.05098710954,0.03043026291,0.01065517403,0.1215676963,0.08572082222,0.02750252374,0.02728573792,0.01756676473,0.01615652628,0.01567118056,0.01574562676,0.03316406161,0.03198383003,0.07082287222,0.0,0.0,0.02122085355,0.04876349121,0.05543602258,0.06815115362,0.07152894139,1.81e-09,0.03952321038,-0.02756228112,0.01530583948,-0.006927956361,-0.02729183063,0.0001891220745,0.06397198141,-0.02720534056,-0.001739620115
0.0186397,1.55e-18,0.0,0.1040471047,0.0,0.05791235715,0.1052960381,0.3222284019,1.68e-18,0.0,0.01210483722,0.0,0.05822681636,0.1053802371,0.3223295808,0.01559290104,0.01878326572,0.0,0.02489051968,0.02875082381,0.03238441423,0.08090239018,0.01008091867,0.0,0.0,0.0,0.1422626078,0.1140333638,0.007227021735,0.007136657834,0.05257416517,0.05088220909,0.03039314784,0.01067165378,0.1213610992,0.08553941548,0.02751998231,0.02731454559,0.01757954992,0.01616609469,0.01566343941,0.01574247517,0.03353999183,0.03235440329,0.07069777697,0.0,0.0,0.0212350525,0.04878618941,0.05548198894,0.06817340106,0.07156066597,8.82e-10,0.03907598555,-0.02648860402,0.01526404824,-0.007392038591,-0.02540693432,0.0001878477196,0.06353843957,-0.02532013506,-0.001608061721
0.0160622,1.42e-18,0.0,0.1031324118,0.0,0.05991141498,0.105094932,0.321295917,1.54e-18,0.0,0.01298567001,0.0,0.06022724509,0.1051786542,0.3214001358,0.01555590797,0.01888841391,0.0,0.0248800721,0.02875082381,0.032378342,0.08086331189,0.01012698002,0.0,0.0,0.0,0.1413684338,0.1130078509,0.007231976371,0.00714116497,0.05251721293,0.05077952147,0.03035722487,0.0106878439,0.1210991442,0.08530659974,0.02750396356,0.02730661072,0.01759416983,0.01617261954,0.01565143093,0.01572823711,0.03374621645,0.03255423903,0.07059192657,0.0,0.0,0.02122255974,0.0487886034,0.05548521131,0.06816518307,0.07153835148,1.62e-09,0.03899135813,-0.02651990578,0.01515240688,-0.007929756306,-0.02627991512,0.0002084391454,0.06297845393,-0.02619322389,-0.001648894046
0.0167874,1.31e-18,0.0,0.1028823778,0.0,0.05903223529,0.1049574614,0.321791023,1.42e-18,0.0,0.01322576404,0.0,0.05934560299,0.1050404683,0.321895808,0.01550408266,0.01901516877,0.0,0.02483817935,0.02876570821,0.03231134266,0.08078812063,0.01013628766,0.0,0.0,0.0,0.1408996135,0.1123568341,0.007228515111,0.007139544003,0.05245593563,0.05069302395,0.03030617535,0.01067960635,0.1209340096,0.08519841731,0.02746330388,0.02727097273,0.01758138835,0.01615588181,0.01563634351,0.01571217738,0.03360250965,0.03240526468,0.07062451541,0.0,0.0,0.02119746432,0.04876312986,0.05547146499,0.06810890883,0.07149252295,1.97e-09,0.03850280493,-0.02700171247,0.0151863778,-0.008076449856,-0.02589524724,0.0002091861825,0.06282639503,-0.02580859885,-0.001620753203
0.013488,1.21e-18,0.0,0.1036397219,0.0,0.0600556694,0.1050257087,0.3247798979,1.31e-18,0.0,0.01243100222,0.0,0.06037313864,0.1051077917,0.3248667717,0.01552727446,0.01906939968,0.0,0.02487323992,0.02880170569,0.03237163275,0.08067657799,0.01009835582,0.0,0.0,0.0,0.1409692615,0.1121899337,0.007239804603,0.007150007412,0.05257888511,0.05079411343,0.03035068139,0.01068392117,0.120900929,0.08515691012,0.02744612098,0.02726535685,0.01761362515,0.01618071273,0.01563603804,0.01571693458,0.03324314952,0.03205404803,0.07085736841,0.0,0.0,0.02119572088,0.04880344123,0.05553892255,0.06815385818,0.07157725096,1.64e-08,0.03919342533,-0.02746540867,0.01539245062,-0.007591032889,-0.02634350955,0.0002000187815,0.06328814477,-0.02625680715,-0.001661015907
0.0181595,1.11e-18,0.0,0.1044413373,0.0,0.05627884716,0.1047346741,0.3260421455,1.2e-18,0.0,0.01167564373,0.0,0.05659112334,0.104815416,0.3261240721,0.01549473125,0.01913306862,0.0,0.02486350015,0.02879486606,0.03233565763,0.0805073753,0.01010026596,0.0,0.0,0.0,0.1408446729,0.1119201854,0.007239357103,0.007149816025,0.05260604247,0.05079754442,0.03030301444,0.01067307871,0.1206703186,0.08498273045,0.02736479416,0.02719395608,0.01761586778,0.01617528498,0.01562121324,0.01570220292,0.03286985308,0.03168473765,0.07095100731,0.0,0.0,0.0211446844,0.04873863235,0.05547800288,0.06807598472,0.07151856273,1.78e-08,0.03962413222,-0.02751759999,0.0161719285,-0.007130071521,-0.02469316497,0.0001760983141,0.06378033757,-0.02460632101,-0.00156865071
0.0160162,1.02e-18,0.0,0.104827404,0.0,0.05362764001,0.1044151857,0.3272812665,1.11e-18,0.0,0.01131353993,0.0,0.05393581837,0.1044948101,0.3273620903,0.01545169018,0.01918770559,0.0,0.02483361401,0.02876873501,0.03227290884,0.08028694987,0.01008874364,0.0,0.0,0.0,0.1404134184,0.1113872901,0.00724669639,0.007157410495,0.05257643014,0.05076091364,0.03023524582,0.01066347957,0.1203220114,0.08472464979,0.02729501389,0.02712851949,0.0176130347,0.01617108285,0.0155897988,0.01567288674,0.03247519583,0.03129405156,0.07098852843,0.0,0.0,0.02108321525,0.04869477451,0.05543846264,0.06796523184,0.07140986621,2.47e-08,0.03936318681,-0.02713610604,0.01646063104,-0.006909134798,-0.02353450283,0.0001626317826,0.06401787698,-0.02344750986,-0.001500308514
0.0182044,9.4e-19,0.0,0.1047907323,0.0,0.04869569838,0.1035028696,0.3230277896,1.02e-18,0.0,0.01142682601,0.0,0.0489945896,0.1035796925,0.323105365,0.01540297177,0.01912168972,0.0,0.02476205491,0.02869265527,0.03213305026,0.08006727695,0.01006511692,0.0,0.0,0.0,0.1401779056,0.1111725941,0.00724377716,0.007153526414,0.05244630575,0.05064905062,0.03012063541,0.01066823304,0.1198240593,0.08433731645,0.02722018398,0.02705647424,0.01757483184,0.01613272727,0.01551838964,0.01560625341,0.03216059506,0.03099079989,0.07081707567,0.0,0.0,0.0210349448,0.04851329327,0.05524626747,0.06772679836,0.07117509842,2.82e-08,0.03955830261,-0.0266080983,0.0164994169,-0.006978657097,-0.02137844265,0.0001492143492,0.06399854273,-0.02129109763,-0.001361874281
