,FaceBlendShape.Timecode,FaceBlendShape.BlendShapeCount,FaceBlendShape.EyeBlinkLeft,FaceBlendShape.EyeLookDownLeft,FaceBlendShape.EyeLookInLeft,FaceBlendShape.EyeLookOutLeft,FaceBlendShape.EyeLookUpLeft,FaceBlendShape.EyeSquintLeft,FaceBlendShape.EyeWideLeft,FaceBlendShape.EyeBlinkRight,FaceBlendShape.EyeLookDownRight,FaceBlendShape.EyeLookInRight,FaceBlendShape.EyeLookOutRight,FaceBlendShape.EyeLookUpRight,FaceBlendShape.EyeSquintRight,FaceBlendShape.EyeWideRight,FaceBlendShape.JawForward,FaceBlendShape.JawRight,FaceBlendShape.JawLeft,FaceBlendShape.JawOpen,FaceBlendShape.MouthClose,FaceBlendShape.MouthFunnel,FaceBlendShape.MouthPucker,FaceBlendShape.MouthRight,FaceBlendShape.MouthLeft,FaceBlendShape.MouthSmileLeft,FaceBlendShape.MouthSmileRight,FaceBlendShape.MouthFrownLeft,FaceBlendShape.MouthFrownRight,FaceBlendShape.MouthDimpleLeft,FaceBlendShape.MouthDimpleRight,FaceBlendShape.MouthStretchLeft,FaceBlendShape.MouthStretchRight,FaceBlendShape.MouthRollLower,FaceBlendShape.MouthRollUpper,FaceBlendShape.MouthShrugLower,FaceBlendShape.MouthShrugUpper,FaceBlendShape.MouthPressLeft,FaceBlendShape.MouthPressRight,FaceBlendShape.MouthLowerDownLeft,FaceBlendShape.MouthLowerDownRight,FaceBlendShape.MouthUpperUpLeft,FaceBlendShape.MouthUpperUpRight,FaceBlendShape.BrowDownLeft,FaceBlendShape.BrowDownRight,FaceBlendShape.BrowInnerUp,FaceBlendShape.BrowOuterUpLeft,FaceBlendShape.BrowOuterUpRight,FaceBlendShape.CheekPuff,FaceBlendShape.CheekSquintLeft,FaceBlendShape.CheekSquintRight,FaceBlendShape.NoseSneerLeft,FaceBlendShape.NoseSneerRight,FaceBlendShape.TongueOut,FaceBlendShape.HeadYaw,FaceBlendShape.HeadPitch,FaceBlendShape.HeadRoll,FaceBlendShape.LeftEyeYaw,FaceBlendShape.LeftEyePitch,FaceBlendShape.LeftEyeRoll,FaceBlendShape.RightEyeYaw,FaceBlendShape.RightEyePitch,FaceBlendShape.RightEyeRoll
50,06:10:17:08.363,61,2.844e-07,0.0,0.0797347426,0.0,0.0352883115,0.1082343161,0.0385089032,2.845e-07,0.0,0.0338796191,0.0,0.0353669934,0.1082590967,0.0385003313,0.0120030763,0.010255402,0.0,0.0207883082,0.0200043321,0.0184207335,0.0332160443,0.0,0.0014706462,0.1760272086,0.1992171258,0.0,0.0,0.0491716228,0.0491946265,0.0338494033,0.0326485597,0.0286329668,0.0176154394,0.2079635412,0.1402252465,0.0664839447,0.0731431916,0.0187006667,0.0167253204,0.0184047818,0.0203616004,0.1479258537,0.1478467137,0.0289244968,0.0,0.0,0.0260978285,0.055138804,0.0592936762,0.065782167,0.0724630803,1.09e-08,0.0,0.0,0.0,-0.0206934214,-0.015435067,0.0003194069,0.0487014055,-0.0154157085,-0.0007505293
51,06:10:17:09.365,61,2.617e-07,0.0,0.0799733177,0.0,0.0354978591,0.1079598442,0.0390241779,2.618e-07,0.0,0.0336144231,0.0,0.0355770923,0.1079843193,0.0390156172,0.0119463056,0.0101905307,0.0,0.0207299273,0.0199404061,0.018273497,0.0331812091,0.0,0.0015152546,0.1756530851,0.1987408847,0.0,0.0,0.0488657914,0.0488873534,0.0336898789,0.0325137153,0.028571818,0.0175476633,0.2078910023,0.1402877271,0.066309616,0.0729360059,0.0185997002,0.0166369248,0.0183865298,0.0203410238,0.1499096304,0.1498344243,0.0287354924,0.0,0.0,0.025948178,0.0549870506,0.0591131635,0.0657234415,0.0723712593,1.12e-08,0.0,0.0,0.0,-0.0205314085,-0.0155267073,0.0003187884,0.0488470607,-0.0155073619,-0.0007572484
52,06:10:17:10.366,61,2.408e-07,0.0,0.0803835541,0.0,0.0362685807,0.1078712642,0.0394700728,2.409e-07,0.0,0.0331781209,0.0,0.0363489017,0.107895419,0.0394615307,0.0119043998,0.0101422062,0.0,0.0206904002,0.0199004021,0.0181728713,0.0331496857,0.0,0.001555438,0.1752159894,0.1981988102,0.0,0.0,0.0485914424,0.048615735,0.0335631408,0.0324091502,0.0285122637,0.0175023191,0.2076352835,0.1401639581,0.0661317334,0.0727267638,0.0185240004,0.0165702514,0.0183501747,0.0202972665,0.1509883255,0.1509137452,0.0285485834,0.0,0.0,0.025842065,0.0548633523,0.0589509346,0.0656531155,0.0722600669,1.09e-08,0.0,0.0,0.0,-0.0202648155,-0.0158634558,0.000321475,0.0490973629,-0.0158442464,-0.0007776631
53,06:10:17:11.368,61,2.216e-07,0.0,0.0804988816,0.0,0.037373431,0.1077183932,0.0397869498,2.217e-07,0.0,0.0330444835,0.0,0.0374551192,0.1077424362,0.039778389,0.0118602617,0.0101457499,0.0,0.0206532795,0.019866053,0.0181013364,0.0331350267,0.0,0.0016107302,0.1746819019,0.1976733208,0.0,0.0,0.0483310185,0.0483588837,0.0334594175,0.032319542,0.0284380298,0.017462207,0.2072831541,0.1399393231,0.0659808218,0.0725548044,0.0184660163,0.0165189579,0.0183009878,0.0202426352,0.1518381387,0.151764214,0.0283566788,0.0,0.0,0.0257641524,0.0547101498,0.0587725155,0.065579921,0.0721518099,8.9e-09,0.0,0.0,0.0,-0.0201830287,-0.0163462069,0.000329923,0.0491674356,-0.0163269676,-0.0008025027
54,06:10:17:12.369,61,2.04e-07,0.0,0.080438517,0.0,0.0384739116,0.1077229232,0.0398112088,2.041e-07,0.0,0.033088021,0.0,0.0385566913,0.1077469662,0.0398026928,0.0118233375,0.0101373186,0.0,0.0206105877,0.0198292807,0.018037485,0.0330950283,0.0,0.001634047,0.174194932,0.197140187,0.0,0.0,0.0481447987,0.0481679812,0.0333846696,0.0322555266,0.028382428,0.0174270086,0.2070712447,0.1398155987,0.0658796653,0.0724461153,0.0184223037,0.0164786354,0.0182601158,0.0201959684,0.1525733173,0.152499795,0.0281881802,0.0,0.0,0.025695784,0.0545804165,0.058617916,0.065539211,0.0720748082,5.6e-09,0.0,0.0,0.0,-0.0202094633,-0.0168269612,0.0003400728,0.0491301678,-0.016807694,-0.0008255102
55,06:10:17:13.371,61,1.877e-07,0.0,0.0805046782,0.0,0.0397544354,0.1077706143,0.0399432853,1.878e-07,0.0,0.0330060497,0.0,0.0398385823,0.1077946499,0.0399348661,0.011794623,0.0101442309,0.0,0.0205944981,0.0198190343,0.0180137753,0.0331018642,0.0,0.0016438152,0.1737546921,0.1966615766,0.0,0.0,0.0479321331,0.0479574911,0.0333291702,0.032208629,0.0283227898,0.0173955336,0.2068316787,0.1396492422,0.0657739118,0.0723285973,0.0183841716,0.0164444111,0.0182256307,0.0201544128,0.1530462205,0.1529723257,0.0280587897,0.0,0.0,0.025652647,0.0545215234,0.0585348718,0.0654904991,0.0719964504,4.7e-09,0.0,0.0,0.0,-0.0201592017,-0.0173863918,0.0003505074,0.0491701104,-0.0173671357,-0.0008536855
56,06:10:17:14.372,61,1.728e-07,0.0,0.0803695768,0.0,0.0411707424,0.1077003106,0.0402436219,1.728e-07,0.0,0.0331384502,0.0,0.0412559845,0.1077241525,0.0402349606,0.0117654409,0.0101158908,0.0,0.0205738191,0.0198026728,0.0179701,0.0330904089,0.0,0.0016872238,0.1733373255,0.1962199211,0.0,0.0,0.0477371626,0.0477700457,0.0332774073,0.0321763679,0.0282530598,0.0173637923,0.2065169215,0.1394326687,0.0656232908,0.0721556321,0.0183403585,0.0164052341,0.0181777254,0.0200996082,0.1531478912,0.1530742347,0.0279443823,0.0,0.0,0.0256071948,0.0544149093,0.0584064573,0.0653971806,0.0718788058,4e-09,0.0,0.0,0.0,-0.0202398468,-0.018005006,0.000364433,0.0490870476,-0.017985791,-0.0008826097
57,06:10:17:15.374,61,1.59e-07,0.0,0.0804968923,0.0,0.0420122221,0.1076753139,0.0405543521,1.591e-07,0.0,0.0330042839,0.0,0.0420985557,0.1076990515,0.0405453518,0.011747146,0.0101022972,0.0,0.0205664281,0.0198005624,0.0179570969,0.0331153758,0.0,0.0017205317,0.1731216311,0.1960008889,0.0,0.0,0.0476116426,0.0476491489,0.0332590491,0.0321691558,0.0282052401,0.017340485,0.2063577324,0.1393112093,0.0655342713,0.0720550269,0.0183204804,0.0163860135,0.018153213,0.0200709477,0.1533619016,0.1532886624,0.027852444,0.0,0.0,0.0255773924,0.0543760769,0.058357548,0.0653505698,0.0718220621,4.6e-09,0.0,0.0,0.0,-0.0201577693,-0.0183726903,0.0003703691,0.0491644852,-0.0183534659,-0.0009020763
58,06:10:17:16.376,61,1.463e-07,0.0,0.0808090642,0.0,0.0431504063,0.1076096594,0.040858563,1.464e-07,0.0,0.0326793864,0.0,0.0432383791,0.1076331884,0.0408493988,0.0117214983,0.0100753922,0.0,0.0205413923,0.019785149,0.0179346818,0.0331098884,0.0,0.0017190626,0.1728323996,0.1956687123,0.0,0.0,0.0474590771,0.0474963449,0.0332380384,0.0321576707,0.0281436406,0.0173107013,0.2060973644,0.1391229928,0.0654151738,0.0719225779,0.0182951577,0.0163601097,0.0181212574,0.0200305711,0.1533346474,0.1532613188,0.0277851839,0.0,0.0,0.0255508851,0.0543142557,0.0582706891,0.0652736425,0.0717292652,5.5e-09,0.0,0.0,0.0,-0.019959148,-0.0188700613,0.0003766501,0.0493546948,-0.0188508723,-0.0009301114
59,06:10:17:17.377,61,1.347e-07,0.0,0.0809543654,0.0,0.0441435128,0.1074783206,0.0413026884,1.347e-07,0.0,0.0325341485,0.0,0.0442328528,0.1075015664,0.0412930548,0.0117049059,0.0100466041,0.0,0.0205257758,0.0197718982,0.0179128908,0.0331244171,0.0,0.0017512663,0.1724877656,0.1953579783,0.0,0.0,0.0472952686,0.0473394804,0.0332104117,0.032141611,0.0280959979,0.0172846243,0.2058495432,0.1389559358,0.0653154105,0.071811825,0.0182575453,0.0163259022,0.018076878,0.0199833661,0.152956292,0.1528833359,0.0277500413,0.0,0.0,0.0255494397,0.0542586744,0.0581992939,0.0651545227,0.0716100037,6e-09,0.0,0.0,0.0,-0.0198702775,-0.0193040334,0.0003835989,0.0494430289,-0.0192848109,-0.0009532289
60,06:10:17:18.379,61,1.239e-07,0.0,0.0810643584,0.0,0.0447814539,0.1072804183,0.0417047106,1.24e-07,0.0,0.0324213468,0.0,0.0448716134,0.107303448,0.0416946821,0.0116713624,0.0100180516,0.0,0.0204873309,0.0197369587,0.0178622566,0.0331198424,0.0,0.00176538,0.1720268279,0.1949294358,0.0,0.0,0.0470863506,0.0471342877,0.0331340656,0.0320778787,0.0280225258,0.0172411576,0.2056051046,0.1388342083,0.0652009323,0.0716853663,0.018195346,0.0162702147,0.0180281792,0.0199272539,0.1526530385,0.1525807232,0.0276751928,0.0,0.0,0.0255233105,0.0541239642,0.0580506958,0.0649892837,0.0714382678,6.4e-09,0.0,0.0,0.0,-0.0198012758,-0.0195827745,0.0003877881,0.0495099425,-0.0195635688,-0.0009683188
61,06:10:17:19.380,61,1.141e-07,0.0,0.081485495,0.0,0.0454535447,0.1071819514,0.0421286523,1.141e-07,0.0,0.0320067927,0.0,0.0455450676,0.1072049215,0.0421183854,0.0116489064,0.0100085987,0.0,0.0204744898,0.0197263248,0.0178404059,0.0331273489,0.0,0.0017488105,0.1716395468,0.194576174,0.0,0.0,0.0469133332,0.0469644554,0.0330950357,0.0320469141,0.0279599819,0.017211834,0.2052947581,0.1386323869,0.0650836825,0.0715561062,0.0181529038,0.0162325036,0.0179733783,0.019867558,0.1521540135,0.1520822793,0.0276457127,0.0,0.0,0.0255158097,0.0540252887,0.0579430163,0.0648236349,0.0712726787,6e-09,0.0,0.0,0.0,-0.0195479766,-0.0198765825,0.0003885734,0.0497668646,-0.0198574401,-0.0009879641
62,06:10:17:20.382,61,1.05e-07,0.0,0.081798397,0.0,0.0462589599,0.1073441133,0.0425212495,1.05e-07,0.0,0.0316807218,0.0,0.0463521257,0.1073671579,0.0425107554,0.0116495416,0.0100309514,0.0,0.0204810183,0.0197322108,0.0178385936,0.0331022665,0.0,0.0017278143,0.1714058667,0.1944163144,0.0,0.0,0.0468487293,0.0469028018,0.0331110358,0.0320589468,0.0279358234,0.0172094293,0.205015257,0.1384182423,0.064988412,0.0714573935,0.0181450304,0.0162243266,0.01792931,0.0198202915,0.1515997946,0.1515285969,0.0276507419,0.0,0.0,0.0255267955,0.0539997853,0.0579201318,0.0647086427,0.0711764023,5.2e-09,0.0,0.0,0.0,-0.0193486959,-0.0202287175,0.0003914282,0.0499576144,-0.020209495,-0.0010093353
63,06:10:17:21.384,61,9.66e-08,0.0,0.0822899342,0.0,0.0469034575,0.1074669138,0.0429328158,9.66e-08,0.0,0.0311757792,0.0,0.0469982587,0.1074900851,0.0429219157,0.0116540156,0.0100276591,0.0,0.02048341,0.0197297875,0.0178362932,0.0331082791,0.0,0.0016947055,0.1712183058,0.1942914724,0.0,0.0,0.0468111932,0.0468679368,0.0331098139,0.0320548192,0.0279279537,0.0172144007,0.2049590796,0.138369292,0.0649797991,0.0714548081,0.0181346666,0.0162121244,0.0178929269,0.0197817422,0.1512107849,0.1511404812,0.0276348814,0.0,0.0,0.0255624708,0.0539696701,0.0578939915,0.0646108836,0.0711013973,5.8e-09,0.0,0.0,0.0,-0.0190401934,-0.0205105748,0.0003905565,0.0502575375,-0.0204913691,-0.0010295559
64,06:10:17:22.385,61,8.89e-08,0.0,0.0825412646,0.0,0.0469865128,0.1075725406,0.043202538,8.89e-08,0.0,0.0309151597,0.0,0.0470818616,0.1075957566,0.0431916267,0.0116608059,0.0100442115,0.0,0.0204745159,0.0197192933,0.0178442225,0.0331291743,0.0,0.0016487468,0.171061933,0.1941652298,0.0,0.0,0.0468245521,0.0468749739,0.033136677,0.0320682377,0.0279376954,0.0172161777,0.2051302046,0.1384968907,0.0650484711,0.071530506,0.018130092,0.0162047222,0.017874347,0.0197591539,0.1510604918,0.1509898454,0.0276305601,0.0,0.0,0.0255939234,0.0539547987,0.0578741245,0.0645485818,0.0710524544,5.5e-09,0.0,0.0,0.0,-0.0188810118,-0.0205469988,0.0003879797,0.0504109897,-0.0205278154,-0.0010345343
65,06:10:17:23.387,61,8.18e-08,0.0,0.0827783644,0.0,0.0473047979,0.1075867489,0.0434833691,8.19e-08,0.0,0.0306666624,0.0,0.0474009663,0.1076101586,0.0434722491,0.011659462,0.0100740911,0.0,0.0204810519,0.0197260343,0.0178426486,0.0331104286,0.0,0.0015799487,0.1709385663,0.1941328198,0.0,0.0,0.0468010232,0.0468476042,0.0331469439,0.032063812,0.0279317182,0.0172213539,0.2049416304,0.1383516192,0.0649959147,0.0714852735,0.018131122,0.0162022617,0.0178414769,0.0197237656,0.1501285881,0.1500613242,0.0276551843,0.0,0.0,0.025612399,0.0539009422,0.0578316487,0.0644304454,0.070963867,6e-09,0.0,0.0,0.0,-0.0187291931,-0.0206861999,0.0003874685,0.0505556464,-0.0206670221,-0.0010445381
66,06:10:17:24.388,61,7.53e-08,0.0,0.0830508396,0.0,0.0475280099,0.1077330858,0.0437370427,7.53e-08,0.0,0.0303953793,0.0,0.0476249978,0.1077567339,0.0437260121,0.0116816508,0.0100914994,0.0,0.0204983056,0.0197361223,0.0178464148,0.0331090502,0.0,0.0015445087,0.1709574014,0.1942204386,0.0,0.0,0.0468886904,0.0469316542,0.0331860222,0.0320928842,0.0279802382,0.0172439218,0.2050895542,0.1384330094,0.0650471374,0.0715424642,0.0181515813,0.0162204299,0.017831685,0.0197162293,0.1495964676,0.1495296508,0.0277078319,0.0,0.0,0.0256442539,0.0539058633,0.0578449257,0.0643709153,0.0709296316,6.6e-09,0.0,0.0,0.0,-0.0185634717,-0.0207839087,0.0003858549,0.0507219657,-0.0207647122,-0.0010529265
67,06:10:17:25.390,61,6.93e-08,0.0,0.0832330585,0.0,0.0482498221,0.1078983769,0.0439515933,6.93e-08,0.0,0.0302130561,0.0,0.0483479053,0.1079221517,0.0439404845,0.0117011257,0.0101053165,0.0,0.0205181446,0.0197455827,0.0178577956,0.033106707,0.0,0.001511597,0.1708592474,0.194210425,0.0,0.0,0.0469399765,0.0469795614,0.033216916,0.0321125388,0.0280173738,0.0172664933,0.2051503658,0.1384643018,0.0650912225,0.071602881,0.0181604251,0.0162273981,0.0178071819,0.019691091,0.1489017606,0.1488351375,0.0277667474,0.0,0.0,0.0256895162,0.0539078377,0.0578539632,0.0642852709,0.0708702058,6.4e-09,0.0,0.0,0.0,-0.0184519999,-0.0210993458,0.0003893608,0.0508329049,-0.0210801903,-0.001071264
68,06:10:17:26.392,61,6.38e-08,0.0,0.0833292305,0.0,0.0484402478,0.1080527455,0.0439792089,6.38e-08,0.0,0.0301183872,0.0,0.0485386029,0.1080766767,0.043967925,0.0117180441,0.010121244,0.0,0.0205246881,0.0197472982,0.0178741869,0.033095438,0.0,0.0014879736,0.1707648188,0.1942155361,0.0,0.0,0.0469865054,0.047027383,0.0332522839,0.0321338661,0.0280558765,0.0172790457,0.2052674145,0.1385452747,0.0651484132,0.0716726333,0.0181690808,0.0162358172,0.0177950934,0.0196813066,0.1481915116,0.1481250077,0.0278484337,0.0,0.0,0.0257339682,0.0539322048,0.0578915402,0.0642353073,0.0708488822,6.8e-09,0.0,0.0,0.0,-0.0183941498,-0.0211825408,0.0003896712,0.0508915558,-0.0211634487,-0.0010767363
69,06:10:17:27.393,61,5.87e-08,0.0,0.0833231211,0.0,0.0488724634,0.1082722396,0.0439265184,5.87e-08,0.0,0.0301172566,0.0,0.0489713661,0.108296521,0.0439153165,0.0117476285,0.0101384344,0.0,0.0205558799,0.0197758172,0.0179251581,0.0331076533,0.0,0.0014268357,0.1709198952,0.1943905056,0.0,0.0,0.0471006893,0.047139544,0.033306092,0.0321729034,0.0281092674,0.0173124615,0.205391258,0.1385813802,0.0652249232,0.0717558786,0.0182125587,0.0162725672,0.0177997686,0.0196864419,0.1474944204,0.1474273503,0.0279464703,0.0,0.0,0.0257971827,0.0540070757,0.0579782091,0.0642250478,0.0708694309,6e-09,0.0,0.0,0.0,-0.0183933862,-0.0213714018,0.0003931301,0.0508876182,-0.0213522781,-0.0010862624
70,06:10:17:28.395,61,5.4e-08,0.0,0.0832721069,0.0,0.0494278967,0.1086479872,0.0437007546,5.4e-08,0.0,0.0301692206,0.0,0.0495273434,0.1086725444,0.0436896943,0.0117834611,0.0101665705,0.0,0.0205788091,0.0197917093,0.0179718137,0.0330932476,0.0,0.0013636962,0.1709855348,0.1944870502,0.0,0.0,0.0472482108,0.0472846255,0.0333716944,0.0322175287,0.0281692613,0.017345367,0.2056427002,0.1387193352,0.0653337911,0.0718857422,0.0182496831,0.0163015667,0.0178055335,0.019692,0.1469045132,0.1468365937,0.0280260202,0.0,0.0,0.0258544795,0.0540922359,0.0580691509,0.0642271265,0.0708885416,5.7e-09,0.0,0.0,0.0,-0.0184250269,-0.0216140486,0.0003982789,0.0508561991,-0.0215949118,-0.001097932
71,06:10:17:29.396,61,4.97e-08,0.0,0.0832863674,0.0,0.0495013893,0.109038353,0.0433551781,4.97e-08,0.0,0.0301555544,0.0,0.0496008359,0.1090634018,0.043344412,0.0118269734,0.0101819728,0.0,0.0206261668,0.0198323671,0.0180574041,0.0331310146,0.0,0.0012663082,0.1712309569,0.1946817786,0.0,0.0,0.0474563874,0.0474808998,0.0334576778,0.0322843045,0.0282371305,0.0173983853,0.2059223801,0.1388320923,0.0655020028,0.0720754936,0.0183147267,0.0163550004,0.017822884,0.0197080616,0.1464841962,0.1464154869,0.0281095393,0.0,0.0,0.0259471051,0.0542100891,0.0581931099,0.0642766505,0.0709485412,5e-09,0.0,0.0,0.0,-0.0184166655,-0.0216461197,0.000398689,0.0508648716,-0.0216270331,-0.001099753
72,06:10:17:30.398,61,4.58e-08,0.0,0.083209388,0.0,0.0491497703,0.1094337478,0.0429582596,4.58e-08,0.0,0.0302311797,0.0,0.049248945,0.1094593182,0.0429477617,0.0118495878,0.0101785501,0.0,0.0206349473,0.0198420081,0.0181068499,0.0331063345,0.0,0.0011616042,0.1713291705,0.1946539283,0.0,0.0,0.047612112,0.0476231351,0.0335194878,0.0323351026,0.0282579735,0.0174366999,0.2059389055,0.1387815475,0.0655992553,0.0721933693,0.0183634255,0.0163921937,0.01782199,0.0197035428,0.1465901583,0.1465211362,0.0281268358,0.0,0.0,0.0260003097,0.0542755201,0.0582602285,0.0643310174,0.0710033253,4.7e-09,0.0,0.0,0.0,-0.0184629131,-0.0214925688,0.000396854,0.0508180298,-0.0214733575,-0.0010909312
73,06:10:17:31.399,61,4.21e-08,0.0,0.0826067626,0.0,0.0480583049,0.1094436347,0.0422503985,4.21e-08,0.0,0.0308330562,0.0,0.048154749,0.1094692647,0.0422402248,0.0118198106,0.0101593547,0.0,0.0205706265,0.0197843779,0.0180856176,0.032983847,0.0,0.0010877169,0.1709582657,0.1939923763,0.0,0.0,0.0476137251,0.0476027839,0.0335514247,0.0323563367,0.0281586368,0.017417673,0.2055100501,0.1384879798,0.0655419454,0.072136268,0.0183343403,0.0163659845,0.017758349,0.0196298379,0.1462266296,0.146157667,0.0281217173,0.0,0.0,0.0259891637,0.0541794151,0.0581493415,0.06428767,0.0709290206,4.6e-09,0.0,0.0,0.0,-0.0188306868,-0.0210151933,0.0003957654,0.0504505038,-0.0209961087,-0.0010589702
74,06:10:17:32.401,61,3.87e-08,0.0,0.0833162814,0.0,0.0421174057,0.1068295464,0.037152864,3.88e-08,0.0,0.0300693288,0.0,0.0422089323,0.1068538055,0.0371426418,0.0117149334,0.0101324357,0.0,0.0204133503,0.0196411908,0.0179611202,0.032785859,0.0,0.0010782017,0.1670970321,0.1908784509,0.0,0.0,0.0473168381,0.0472960956,0.0334773734,0.0322763324,0.0279689338,0.0173257869,0.2031013966,0.1380436718,0.065399766,0.0719723627,0.0182040855,0.0162615087,0.0176564697,0.0195226297,0.1364377141,0.1364078373,0.028254034,0.0,0.0,0.0259297714,0.0538962446,0.0578718893,0.064206332,0.0708396211,4.2e-09,0.0,0.0,0.0,-0.0183651913,-0.0184202269,0.0003383102,0.0508864224,-0.0184010062,-0.0009360627
75,06:10:17:33.403,61,3.57e-08,0.0,0.0859092548,0.0,0.0271551944,0.0993526056,0.0305157639,3.57e-08,0.0,0.0275045875,0.0,0.0272330586,0.0993712768,0.030507816,0.0115818884,0.0100624021,0.0,0.0202057678,0.0194375515,0.017685838,0.0324302316,0.0,0.0011839791,0.1642811894,0.1887564957,0.0,0.0,0.0470825806,0.0470628962,0.0333110057,0.0321249254,0.0276913773,0.0172473118,0.1875248551,0.1320868731,0.0649524108,0.0714606568,0.018056402,0.0161470957,0.0174809862,0.0193450451,0.1299727261,0.1299570054,0.0283371992,0.0,0.0,0.0257572643,0.0525661595,0.0562880896,0.0639786497,0.0706065968,7.4e-09,0.0,0.0,0.0,-0.016800411,-0.0118843401,0.0001996618,0.052475296,-0.0118650217,-0.0006223639
76,06:10:17:34.404,61,0.0003441076,0.0,0.0880858898,0.0,0.0006592499,0.0882613808,0.0222873911,0.0003441176,0.0,0.0253470875,0.0,0.0007048756,0.088271305,0.0222832654,0.0113918679,0.0098905703,0.0,0.0199409854,0.0192008335,0.0172815174,0.0319322087,0.0,0.0014593126,0.1628056169,0.1874624789,0.0,0.0,0.0463659912,0.0464926139,0.0329643004,0.0318431668,0.0272933207,0.0170989428,0.1695692539,0.1216697022,0.0633344054,0.0688188225,0.0178479757,0.0159891602,0.0173214935,0.0191881265,0.1248311549,0.1248231679,0.0282203685,0.0,0.0,0.0254054759,0.0502012558,0.0534675829,0.0638632327,0.0704893321,1.15e-08,0.0,0.0,0.0,-0.0154836541,-0.0003075968,4.7625e-06,0.0538086109,-0.000288069,-1.54931e-05
77,06:10:17:35.406,61,0.000867739,0.0297444966,0.095256716,0.0,0.0,0.076384373,0.0164748393,0.0008676344,0.0297606923,0.0180270113,0.0,0.0,0.0763900355,0.0164728872,0.0111396359,0.0096355854,0.0,0.0195767097,0.0188755114,0.0167743377,0.0314598121,0.0,0.0014560934,0.1618956476,0.1853984296,0.0,0.0,0.0454350412,0.0455507711,0.0325749628,0.0315189622,0.026774779,0.0168594979,0.1635408849,0.1181646734,0.0624083392,0.0673723295,0.0175588634,0.0157609042,0.0171479564,0.0189967938,0.120901309,0.1208967865,0.0280209463,0.0,0.0,0.0249603819,0.047056254,0.0496155806,0.0636410341,0.0702236444,1.22e-08,0.0,0.0,0.0,-0.0110102557,0.0181808751,-0.0002001941,0.0581794158,0.0182006806,0.0010584241
78,06:10:17:36.407,61,0.00135952,0.0600363836,0.0950719938,0.0,0.0,0.0657601655,0.0124767534,0.0013591911,0.0601009764,0.0181850828,0.0,0.0,0.0657639802,0.0124761574,0.0108288787,0.009243913,0.0,0.0191355888,0.0184885133,0.0162120014,0.0310825333,0.0,0.0013589415,0.1607401073,0.178911984,0.0,0.0,0.0433000438,0.0433199145,0.0321107507,0.0311427061,0.0261231437,0.016546743,0.1597587466,0.1154809073,0.0614451207,0.0657419264,0.0171984062,0.0154729802,0.0169346984,0.018754594,0.1185837388,0.1185815856,0.0277957711,0.0,0.0,0.0244627912,0.043757733,0.0459080338,0.0632621124,0.0697403923,1.86e-08,0.0,0.0,0.0,-0.01110115,0.0367158614,-0.0004077632,0.0580370873,0.036736019,0.0021318106
79,06:10:17:37.409,61,0.0018447877,0.0870004073,0.0889010578,0.0,0.0,0.0559268296,0.0096604647,0.0018438601,0.0870852917,0.0244346336,0.0,0.0,0.0559294559,0.0096611138,0.0104601979,0.0087363571,0.0,0.0186080225,0.0180251431,0.0155703807,0.0307332557,0.0,0.001181804,0.1592686027,0.1720217019,0.0,0.0,0.0407027975,0.0406302959,0.0315667689,0.0307090785,0.025128359,0.0161506739,0.1570019424,0.1135203019,0.0595495179,0.0630613491,0.0167616997,0.0151210679,0.0166819729,0.0184611101,0.1115898788,0.1115895733,0.0275436323,0.0,0.0,0.0238959212,0.0395642482,0.0413632244,0.0627034456,0.068671681,3.46e-08,0.0,0.0,0.0,-0.0149051528,0.0532032959,-0.0007937227,0.0542298183,0.0532238446,0.0028876239
80,06:10:17:38.411,61,0.0024332791,0.1063647717,0.0865111426,0.0,0.0,0.0485292003,0.007492247,0.0024316022,0.1064648852,0.0268540028,0.0,0.0,0.0485312305,0.0074940226,0.0100675952,0.0081841499,0.0,0.0180166345,0.0174987912,0.0148887988,0.0303640831,0.0,0.0009764609,0.1518524885,0.1613942087,0.0,0.0,0.0382428095,0.0380806886,0.0309677329,0.0302205049,0.0239820182,0.0157082081,0.1544111967,0.1120051071,0.0576283,0.0606513359,0.0162707046,0.0147205368,0.016370913,0.018104827,0.0986208022,0.0986263081,0.0272550657,0.0,0.0,0.0232978296,0.035502024,0.0371086299,0.0615504682,0.0665080845,5.73e-08,0.0,0.0,0.0,-0.0163694937,0.0650444403,-0.0010662006,0.0527350307,0.0650651231,0.0034344557
81,06:10:17:39.412,61,0.0032270264,0.1244122759,0.0871407613,0.0,0.0,0.0430404283,0.0054512806,0.0032174648,0.1245379522,0.0263018329,0.0,0.0,0.0430420563,0.0054624025,0.0096752513,0.0076342099,0.0,0.0174107756,0.0169552322,0.0142066851,0.0299541987,0.0,0.0007519329,0.1475977898,0.15545398,0.0,0.0,0.0363964587,0.0362027287,0.0303415842,0.0297067333,0.0229317304,0.0152619518,0.1506844014,0.1098147482,0.0561125651,0.0587886721,0.0157696716,0.014306698,0.0160327386,0.0177192744,0.0896150544,0.0896200985,0.026906291,0.0,0.0,0.022704158,0.0324385315,0.0338872299,0.0603225194,0.0646031275,8.74e-08,0.0,0.0,0.0,-0.0160204023,0.0760856941,-0.001221228,0.0530774668,0.076106526,0.0040454362
