,FaceBlendShape.Timecode,FaceBlendShape.BlendShapeCount,FaceBlendShape.EyeBlinkLeft,FaceBlendShape.EyeLookDownLeft,FaceBlendShape.EyeLookInLeft,FaceBlendShape.EyeLookOutLeft,FaceBlendShape.EyeLookUpLeft,FaceBlendShape.EyeSquintLeft,FaceBlendShape.EyeWideLeft,FaceBlendShape.EyeBlinkRight,FaceBlendShape.EyeLookDownRight,FaceBlendShape.EyeLookInRight,FaceBlendShape.EyeLookOutRight,FaceBlendShape.EyeLookUpRight,FaceBlendShape.EyeSquintRight,FaceBlendShape.EyeWideRight,FaceBlendShape.JawForward,FaceBlendShape.JawRight,FaceBlendShape.JawLeft,FaceBlendShape.JawOpen,FaceBlendShape.MouthClose,FaceBlendShape.MouthFunnel,FaceBlendShape.MouthPucker,FaceBlendShape.MouthRight,FaceBlendShape.MouthLeft,FaceBlendShape.MouthSmileLeft,FaceBlendShape.MouthSmileRight,FaceBlendShape.MouthFrownLeft,FaceBlendShape.MouthFrownRight,FaceBlendShape.MouthDimpleLeft,FaceBlendShape.MouthDimpleRight,FaceBlendShape.MouthStretchLeft,FaceBlendShape.MouthStretchRight,FaceBlendShape.MouthRollLower,FaceBlendShape.MouthRollUpper,FaceBlendShape.MouthShrugLower,FaceBlendShape.MouthShrugUpper,FaceBlendShape.MouthPressLeft,FaceBlendShape.MouthPressRight,FaceBlendShape.MouthLowerDownLeft,FaceBlendShape.MouthLowerDownRight,FaceBlendShape.MouthUpperUpLeft,FaceBlendShape.MouthUpperUpRight,FaceBlendShape.BrowDownLeft,FaceBlendShape.BrowDownRight,FaceBlendShape.BrowInnerUp,FaceBlendShape.BrowOuterUpLeft,FaceBlendShape.BrowOuterUpRight,FaceBlendShape.CheekPuff,FaceBlendShape.CheekSquintLeft,FaceBlendShape.CheekSquintRight,FaceBlendShape.NoseSneerLeft,FaceBlendShape.NoseSneerRight,FaceBlendShape.TongueOut,FaceBlendShape.HeadYaw,FaceBlendShape.HeadPitch,FaceBlendShape.HeadRoll,FaceBlendShape.LeftEyeYaw,FaceBlendShape.LeftEyePitch,FaceBlendShape.LeftEyeRoll,FaceBlendShape.RightEyeYaw,FaceBlendShape.RightEyePitch,FaceBlendShape.RightEyeRoll
4893,06:11:37:59.076,61,0.0,0.0,0.1287084371,0.0,0.1913187951,0.3164686859,0.132464096,0.0,0.0,0.0,0.0155719118,0.1919042766,0.3164643347,0.1323894858,0.0301300529,0.0049080285,0.0,0.0394151285,0.0382961221,0.0333785154,0.0441835411,0.0,0.0184798893,0.2213820815,0.2725368738,0.0,0.0,0.0608353205,0.0640815571,0.0498763248,0.0497878864,0.0633244812,0.0300003402,0.2811908424,0.1869794875,0.095548138,0.1050034463,0.0406350605,0.0357358381,0.0317454599,0.0369661488,0.2867848873,0.2866477966,0.0355706587,0.0,0.0,0.0381302126,0.1493867636,0.1603578329,0.113190487,0.1319477558,6.536e-07,0.0,0.0,0.0,0.0094790095,-0.0837378055,-0.0007955998,0.0783491582,-0.0837360546,-0.0065692067
4894,06:11:38:00.078,61,0.0,0.0,0.1278043836,0.0,0.1945811659,0.3157622516,0.1330447346,0.0,0.0,0.0,0.0146915512,0.1951688379,0.3157558143,0.1329685897,0.0299957078,0.004786782,0.0,0.0393527709,0.0382369831,0.0333827399,0.0442269966,0.0,0.0185278524,0.2205626518,0.2718626261,0.0,0.0,0.0605976097,0.0638360754,0.049908001,0.0498302355,0.0633340627,0.0299399067,0.2788277268,0.1861259192,0.095395349,0.1047751084,0.0404844843,0.0356250033,0.031612467,0.0368089192,0.2718568444,0.2717245221,0.0357140526,0.0,0.0,0.0382965095,0.1471448541,0.1578005403,0.1125511974,0.1308476329,4.777e-07,0.0,0.0,0.0,0.008942036,-0.0851618946,-0.0007633567,0.0777894706,-0.0851601958,-0.0066338349
4895,06:11:38:01.079,61,0.0,0.0,0.1266862601,0.0,0.1952502578,0.3144129813,0.1335180998,0.0,0.0,0.0,0.0135505879,0.195830822,0.3144032061,0.1334407181,0.029836569,0.0046397843,0.0,0.0392622165,0.0381634831,0.033352904,0.0442417525,0.0,0.018516656,0.2192571759,0.2700397968,0.0,0.0,0.0602775216,0.0634880438,0.0499250814,0.049855452,0.0633528903,0.029837694,0.2776281238,0.1855400205,0.0951834768,0.1044768542,0.0403217524,0.0355048478,0.0315118283,0.0366749577,0.2660943568,0.265963465,0.0359314233,0.0,0.0,0.0384038202,0.1456167698,0.1560559124,0.1119537428,0.1300079226,3.418e-07,0.0,0.0,0.0,0.0082473839,-0.0854502246,-0.000706453,0.0771070048,-0.0854485035,-0.0065981224
4896,06:11:38:02.081,61,0.0,0.0,0.1259746999,0.0,0.1957122535,0.3130276203,0.1338862181,0.0,0.0,0.0,0.0128406938,0.1962884367,0.3130149841,0.1338084638,0.0296786856,0.004497577,0.0,0.0392091423,0.0381406769,0.0333654843,0.0442948043,0.0,0.0185297057,0.218514964,0.2691397071,0.0,0.0,0.0599177219,0.0631005839,0.0499323271,0.0498785712,0.063369751,0.029726075,0.2767236531,0.1849770248,0.0949259996,0.1041312218,0.0401783511,0.0354041569,0.0314576887,0.0365924723,0.2628706992,0.2627396584,0.0361238793,0.0,0.0,0.0384997986,0.1446810216,0.1550152004,0.1114746109,0.1293414086,2.794e-07,0.0,0.0,0.0,0.0078151813,-0.085649617,-0.000671002,0.0766726062,-0.085647814,-0.0065764026
4897,06:11:38:03.083,61,0.0,0.0,0.124203369,0.0,0.1968769282,0.3121673465,0.1340192109,0.0,0.0,0.0,0.0110487863,0.1974416524,0.3121531904,0.133941859,0.0294986367,0.004335023,0.0,0.0391517207,0.0381236747,0.0334135555,0.0444233268,0.0,0.0184962712,0.2165023535,0.2655739188,0.0,0.0,0.0594721958,0.0626130253,0.0499092005,0.0498720407,0.0633749142,0.029588813,0.2761596739,0.1846212596,0.0947765261,0.1038965583,0.0400325581,0.0353005454,0.0314252973,0.0365212262,0.2617165446,0.2615841925,0.0362982228,0.0,0.0,0.0385911912,0.1439987868,0.1542599946,0.1111223251,0.1287763268,3.045e-07,0.0,0.0,0.0,0.0067242887,-0.0861521363,-0.0005807449,0.0755912215,-0.0861503854,-0.0065220641
4898,06:11:38:04.084,61,0.0,0.0,0.1215943471,0.0,0.1985238194,0.3117951751,0.1343334466,0.0,0.0,0.0,0.0084305555,0.1990713328,0.3117798567,0.1342567056,0.0293347035,0.0042018136,0.0,0.0391234905,0.0381444395,0.0334633812,0.0444802791,0.0,0.0184551645,0.2155580372,0.2642562091,0.0,0.0,0.0590490587,0.0621524267,0.049925413,0.0498861,0.063377142,0.0294694044,0.2749646902,0.1840156168,0.0945091844,0.1035459861,0.0399383008,0.0352383517,0.0313915014,0.0364531726,0.2610107362,0.26087749,0.0365100838,0.0,0.0,0.0386675894,0.1435631514,0.1538225114,0.1108262092,0.128293857,4.199e-07,0.0,0.0,0.0,0.0051305182,-0.0868624002,-0.0004467713,0.0739987567,-0.0868606716,-0.0064378269
4899,06:11:38:05.086,61,0.0,0.0,0.1185357794,0.0,0.2010430694,0.3116508722,0.1348687708,0.0,0.0,0.0,0.0053580161,0.2015714496,0.3116354048,0.1347925067,0.0291814245,0.0041467776,0.0,0.0391187705,0.038192872,0.0334725045,0.0444156677,0.0,0.0183214061,0.215130955,0.2637400925,0.0,0.0,0.058706481,0.0617560148,0.0499860123,0.0499072373,0.0633317903,0.0293798782,0.2694319189,0.1807795018,0.094034642,0.1029940099,0.0399061553,0.0352193378,0.0313178822,0.0363445133,0.2596871257,0.2595555484,0.0367009789,0.0,0.0,0.0387062728,0.1430973858,0.153423816,0.1103928313,0.1276836693,6.197e-07,0.0,0.0,0.0,0.003260375,-0.0879526138,-0.0002874997,0.0721304864,-0.0879508704,-0.0063547478
4900,06:11:38:06.088,61,0.0,0.0,0.1153366119,0.0,0.2046423107,0.3117376268,0.1368472427,0.0,0.0,0.0,0.0021664863,0.2051521093,0.3117222488,0.1367717683,0.0290312916,0.0041126106,0.0,0.0390854888,0.0382049084,0.0334438793,0.0442893952,0.0,0.0181180388,0.2146921456,0.2632767856,0.0,0.0,0.0583753772,0.0613635629,0.0500517525,0.049925223,0.0632368326,0.0292866919,0.2658566535,0.1784492731,0.0934805721,0.102364108,0.039871864,0.0351848714,0.0312075336,0.0361898355,0.2583102584,0.2581793368,0.0368792415,0.0,0.0,0.0387289301,0.1425552517,0.152959913,0.1098809689,0.1269834638,1.2691e-06,0.0,0.0,0.0,0.0013181324,-0.0895145684,-0.0001183082,0.0701739714,-0.0895129517,-0.0062930593
4901,06:11:38:07.089,61,0.0,0.0,0.1131886169,0.0,0.2076481432,0.3121181428,0.1395109743,0.0,0.0,0.0,6.1552e-06,0.2081464678,0.3121031523,0.1394390017,0.0288928747,0.0041330233,0.0,0.0390670076,0.0382423885,0.0334299505,0.0441417173,0.0,0.0178137496,0.2143531889,0.2629273534,0.0,0.0,0.0580337308,0.0609491467,0.050142549,0.0499468483,0.0630975515,0.0291966647,0.2620055676,0.175617367,0.0928288773,0.1016238853,0.0398772582,0.0351715349,0.0310968515,0.0360227451,0.2574106753,0.2572792768,0.0370012484,0.0,0.0,0.0387292728,0.1421058923,0.1525930315,0.1094134301,0.126330629,2.1279e-06,0.0,0.0,0.0,3.7445e-06,-0.0908210203,-3.41e-07,0.0688589439,-0.090819411,-0.0062659434
4902,06:11:38:08.091,61,0.0,0.0,0.1119744778,0.0,0.2076402158,0.3128045797,0.1413762271,0.0,0.0,0.0012350598,0.0,0.2081281692,0.3127914071,0.1413071305,0.0287543591,0.0041998653,0.0,0.0391299352,0.0383910798,0.0335442722,0.0440945774,0.0,0.0175955873,0.2138275504,0.2625558674,0.0,0.0,0.057553906,0.0604060367,0.0502171703,0.0499589555,0.0629503354,0.0291015878,0.2575185895,0.1721403599,0.0921171457,0.1007034332,0.039919842,0.0352007672,0.0310112927,0.0358960517,0.256716907,0.2565855682,0.0372088552,0.0,0.0,0.0387625732,0.1419561207,0.1526131332,0.1090925559,0.1258485466,3.811e-06,0.0,0.0,0.0,-0.0007513462,-0.0908130705,6.84202e-05,0.0681203306,-0.0908113346,-0.0061982847
4903,06:11:38:09.092,61,0.0,0.0,0.1092726141,0.0,0.2080825418,0.3133884072,0.1426878124,0.0,0.0,0.0039671473,0.0,0.2085475326,0.3133761585,0.142619282,0.0285855569,0.0042789937,0.0,0.0391727909,0.0385380015,0.0336947665,0.0441131257,0.0,0.0173950437,0.2111023366,0.2610769272,0.0,0.0,0.0569851659,0.059775494,0.0502483808,0.0499360375,0.0627492219,0.028968541,0.25550282,0.170522064,0.091462329,0.0999582261,0.0399344303,0.0352135152,0.0309468545,0.0357904509,0.2564764917,0.2563458383,0.0373638235,0.0,0.0,0.038811557,0.1417507827,0.152586922,0.1088620722,0.1254493594,5.7739e-06,0.0,0.0,0.0,-0.0024133665,-0.0909962952,0.0002202153,0.0664755106,-0.090994671,-0.0060611265
4904,06:11:38:10.094,61,0.0,0.0,0.1060191393,0.0,0.2092379332,0.3139435053,0.1444511712,0.0,0.0,0.007254146,0.0,0.209676981,0.313932091,0.1443822235,0.0284179505,0.0043890909,0.0,0.0391990766,0.0386656411,0.0338650681,0.0441905968,0.0,0.0171897877,0.2066833228,0.2574534416,0.0,0.0,0.056409549,0.0591369793,0.0502574816,0.0498913638,0.0625378937,0.0288376994,0.2541856766,0.1694203764,0.0908782482,0.0993121043,0.0399444997,0.035221301,0.0308666024,0.0356618501,0.2565282881,0.2563987374,0.0374590456,0.0,0.0,0.0388784707,0.1413428187,0.1523583531,0.1085550264,0.1249625459,7.2284e-06,0.0,0.0,0.0,-0.0044127735,-0.0914897248,0.0004048523,0.0644933134,-0.0914880186,-0.0059127132
4905,06:11:38:11.095,61,0.0,0.0,0.1033528522,0.0,0.2110165209,0.3145544231,0.1479207128,0.0,0.0,0.0099191256,0.0,0.2114353478,0.3145437241,0.1478425711,0.0282671824,0.0045290794,0.0,0.0391980112,0.0387764424,0.033985734,0.0441884063,0.0,0.0169594195,0.2048601359,0.2559689283,0.0,0.0,0.055825863,0.0584877655,0.050253123,0.0498230048,0.0623034686,0.0287062991,0.2527041435,0.1683819592,0.0901946872,0.098585248,0.0399745964,0.0352338813,0.0307995211,0.0355487801,0.2566491961,0.2565221488,0.0374552459,0.0,0.0,0.0389108323,0.1408786327,0.1520890594,0.1082527488,0.1244866922,7.6189e-06,0.0,0.0,0.0,-0.006033482,-0.0922577381,0.0005582166,0.0628668964,-0.0922560915,-0.0058124694
4906,06:11:38:12.099,61,0.0,0.0,0.1023306325,0.0,0.2105485052,0.3150933385,0.1504354924,0.0,0.0,0.0109751942,0.0,0.2109572291,0.3150834143,0.1503500044,0.0281403493,0.0047111749,0.0,0.0391529799,0.0388285927,0.0340350233,0.0441434942,0.0,0.0167235341,0.2031716853,0.2548271418,0.0,0.0,0.0553169176,0.057912942,0.0502203889,0.0497142375,0.0620734319,0.0285989437,0.2517077029,0.167558372,0.0895771757,0.0979470834,0.0400189869,0.0352566615,0.0307158697,0.0354249477,0.2597569823,0.2596514821,0.0373853296,0.0,0.0,0.0389090441,0.1402482241,0.1516827941,0.1079457775,0.1240338609,6.2381e-06,0.0,0.0,0.0,-0.0066759828,-0.0920495316,0.000616258,0.0622462779,-0.0920478851,-0.0057421029
4907,06:11:38:13.099,61,0.0,0.0,0.1014329121,0.0,0.21182248,0.3176105022,0.1533461064,0.0,0.0,0.0118945185,0.0,0.2122257352,0.317602843,0.1532620937,0.0280343741,0.0048898337,0.0,0.0390830375,0.0388441794,0.0340172611,0.0440664813,0.0,0.0164130162,0.2014589608,0.2532323003,0.0,0.0,0.0548414923,0.0573649071,0.0501762778,0.0495766848,0.0618595183,0.02851055,0.250954479,0.1668944955,0.0890239328,0.0973677263,0.0400658175,0.0352743231,0.0306302123,0.0352926739,0.2633657455,0.2632645071,0.0372353345,0.0,0.0,0.0388971195,0.1395848989,0.1511968523,0.1076891348,0.1236295849,4.2655e-06,0.0,0.0,0.0,-0.0072348178,-0.092603378,0.0006718842,0.0616970435,-0.0926016793,-0.0057259402
4908,06:11:38:14.100,61,0.0,0.0,0.1001456827,0.0,0.2141349018,0.3220119476,0.15705432,0.0,0.0,0.0131896082,0.0,0.2145305127,0.3220065832,0.1569706649,0.0279586315,0.0051013525,0.0,0.0390322506,0.0388495401,0.033975523,0.0439578407,0.0,0.0162304714,0.1976208538,0.2512981892,0.0,0.0,0.0544025637,0.0568694659,0.0501385964,0.0494535901,0.0616764501,0.028451195,0.2502337992,0.166243434,0.0884582102,0.0967806131,0.04009692,0.0352838747,0.030495204,0.0351268053,0.2649962902,0.2648980618,0.0370442159,0.0,0.0,0.0388842747,0.1388624012,0.1506812721,0.1073483527,0.1231673732,2.2708e-06,0.0,0.0,0.0,-0.0080217998,-0.0936096087,0.0007531105,0.0609083474,-0.093608059,-0.0057146274
4909,06:11:38:15.102,61,0.0,0.0,0.098840028,0.0,0.21661672,0.3262059689,0.1593183726,0.0,0.0,0.0145055922,0.0,0.2170049548,0.3262026906,0.159238562,0.0278651677,0.0053060814,0.0,0.038961146,0.0388234183,0.0339783728,0.0439450368,0.0,0.016000852,0.192853719,0.2465166152,0.0,0.0,0.0539841726,0.0563909933,0.0500984862,0.0493286625,0.061429996,0.0283851009,0.2497615963,0.1658008844,0.0880410895,0.0963550881,0.0400781259,0.0352512859,0.0303250011,0.0349144042,0.2664198577,0.2663216293,0.036826551,0.0,0.0,0.0389220007,0.1378806233,0.15007478,0.1069354564,0.1226072684,1.3097e-06,0.0,0.0,0.0,-0.0088212695,-0.0946899578,0.0008377801,0.0601081252,-0.0946883857,-0.0057051135
4910,06:11:38:16.104,61,0.0,0.0,0.0978634357,0.0,0.2174068391,0.3276621997,0.1626119316,0.0,0.0,0.0155255767,0.0,0.2177874148,0.3276597857,0.1625396907,0.0277896971,0.0055042198,0.0,0.0389434025,0.0388439372,0.0341230109,0.0441791378,0.0,0.0158683956,0.1845789254,0.2378821671,0.0,0.0,0.0535186753,0.0558843054,0.0500323884,0.0492097698,0.0612146668,0.0283203032,0.2496102899,0.1655765921,0.0877881646,0.0960821509,0.0400434025,0.0352257565,0.0301540475,0.0346958227,0.2672131062,0.2671132684,0.0366216861,0.0,0.0,0.0391044207,0.1365828365,0.1493086368,0.1065120101,0.1220086291,1.4394e-06,0.0,0.0,0.0,-0.0094412453,-0.0950319171,0.0008999169,0.0595122837,-0.0950303823,-0.0056691524
4911,06:11:38:17.105,61,0.0,0.0,0.0961941779,0.0,0.2179770321,0.3281697631,0.164008379,0.0,0.0,0.0172182303,0.0,0.218343392,0.3281678557,0.1639388949,0.0277066324,0.0057001314,0.0,0.0388878845,0.0388214849,0.0343043655,0.0445367135,0.0,0.01575955,0.1769330502,0.2303768098,0.0,0.0,0.053040605,0.0553661846,0.0499223955,0.0490454957,0.0610522777,0.0282358844,0.2500518858,0.1657939553,0.0878178254,0.0961090848,0.0399555638,0.0351710618,0.0300124492,0.0345104113,0.2682814598,0.268176496,0.0363395847,0.0,0.0,0.0393645763,0.1349703968,0.1480775177,0.1061727628,0.1214730293,1.4899e-06,0.0,0.0,0.0,-0.0104703205,-0.0952755213,0.0010005762,0.0584957935,-0.0952738598,-0.0055867992
4912,06:11:38:18.107,61,0.0,0.0,0.094358176,0.0,0.2201990187,0.3286671638,0.165046826,0.0,0.0,0.0190534908,0.0,0.2205517292,0.3286655843,0.1649783552,0.0276117492,0.0058727297,0.0,0.0388686471,0.0388466455,0.0345807374,0.0449900292,0.0,0.0157277286,0.1714477837,0.2256600857,0.0,0.0,0.0525119044,0.0548027307,0.0497964509,0.0488873459,0.0608903766,0.0281509776,0.2504778206,0.1660369635,0.087920554,0.0962123126,0.0398716331,0.0351278782,0.0298816189,0.0343411192,0.2698971331,0.2697949409,0.0361022763,0.0,0.0,0.03966536,0.1340662241,0.1473904401,0.105887033,0.1209953949,1.4561e-06,0.0,0.0,0.0,-0.0115852617,-0.0962403342,0.001118399,0.0573739968,-0.0962387845,-0.0055356193
4913,06:11:38:19.108,61,0.0,0.0,0.0924874619,0.0,0.2213426679,0.3289223015,0.1658029109,0.0,0.0,0.0209393296,0.0,0.2216798067,0.3289209306,0.1657357812,0.0275209863,0.0060406392,0.0,0.0388395637,0.0388544202,0.0348247774,0.045447059,0.0,0.0156340711,0.168331489,0.2222595811,0.0,0.0,0.0520127937,0.0542685241,0.0496562608,0.04870544,0.0607566573,0.0280689746,0.2510163784,0.1663899571,0.0880897269,0.0963776484,0.0397853442,0.0350844935,0.0297616366,0.0341738351,0.271192342,0.2710860074,0.0358704105,0.0,0.0,0.0399564244,0.133205235,0.1466394663,0.1055797711,0.1204499453,1.2577e-06,0.0,0.0,0.0,-0.0127313165,-0.0967339277,0.001235372,0.0562338121,-0.0967323482,-0.0054537295
4914,06:11:38:20.110,61,0.0,0.0,0.0902188793,0.0,0.2224494368,0.32900998,0.1665189862,0.0,0.0,0.0232066698,0.0,0.222766906,0.3290088475,0.1664526463,0.0274425149,0.0062260511,0.0,0.0388041958,0.0388527215,0.0350242443,0.0458396189,0.0,0.0155283241,0.1666160673,0.2204903811,0.0,0.0,0.0515380427,0.0537561923,0.0495044254,0.0485092551,0.0606321022,0.0279863067,0.2515849769,0.1667764336,0.0882528722,0.0965432823,0.0397093035,0.035046719,0.0296758786,0.0340444818,0.2757279277,0.2756231129,0.0355947278,0.0,0.0,0.0401787832,0.1324788034,0.1460122168,0.1053771973,0.1200084835,8.67e-07,0.0,0.0,0.0,-0.0141092325,-0.0972101018,0.0013758501,0.0548519194,-0.0972085372,-0.0053462014
4915,06:11:38:21.111,61,0.0,0.0,0.0882319361,0.0,0.2235403508,0.3294520676,0.1669771075,0.0,0.0,0.0252128877,0.0,0.2238406092,0.3294511139,0.1669124365,0.0273660086,0.006445854,0.0,0.0387403332,0.0388194136,0.0351339132,0.0460985936,0.0,0.0153701678,0.1654216498,0.2192247659,0.0,0.0,0.0511154458,0.0532892309,0.0493647754,0.0483134836,0.0604910031,0.0279179905,0.2519188225,0.1670164019,0.0883653164,0.0966469198,0.0396465473,0.0350122638,0.0295659788,0.0338857323,0.2826308012,0.2825066447,0.0353227966,0.0,0.0,0.0402841531,0.1317286938,0.1453275979,0.1051204056,0.1195127666,8.099e-07,0.0,0.0,0.0,-0.0153282722,-0.0976803899,0.0015019921,0.0536413975,-0.0976788178,-0.0052537881
4916,06:11:38:22.113,61,0.0,0.0,0.0858530253,0.0,0.2268024534,0.3314402699,0.1675926447,0.0,0.0,0.0276032705,0.0,0.22708413,0.3314396143,0.1675298363,0.027307244,0.0066564428,0.0,0.0386615917,0.0387578607,0.0351664796,0.0462770537,0.0,0.0151617359,0.1645111442,0.2182317972,0.0,0.0,0.0507329442,0.0528584607,0.0492207296,0.0481050052,0.0603432357,0.0278669689,0.2521548271,0.1672060788,0.0884530991,0.0967232808,0.0395907648,0.0349774584,0.0294342507,0.0337033942,0.2886353135,0.2884984016,0.0350006148,0.0,0.0,0.0403322242,0.1309402585,0.1445675939,0.1048608199,0.1190147102,7.897e-07,0.0,0.0,0.0,-0.0167791676,-0.0990981385,0.0016681688,0.0521878079,-0.0990965962,-0.0051862285
4917,06:11:38:23.115,61,0.0,0.0,0.0841740146,0.0,0.2281766832,0.333351016,0.1682177335,0.0,0.0,0.0292713381,0.0,0.2284438759,0.3333518207,0.1681565642,0.02725612,0.0068978672,0.0,0.038574148,0.0386831425,0.0351752341,0.0464040674,0.0,0.0149876783,0.1638683379,0.2175576687,0.0,0.0,0.0504005775,0.0524793379,0.0490832962,0.0479035042,0.0601950772,0.0278367307,0.2522764504,0.1673110127,0.0885196105,0.096794188,0.0395478122,0.034951143,0.0292949732,0.0335231498,0.2941309512,0.2940025926,0.0346933901,0.0,0.0,0.040343903,0.1301868856,0.143895179,0.1046296358,0.1185684055,7.729e-07,0.0,0.0,0.0,-0.0177920796,-0.0996932834,0.0017795549,0.0511641279,-0.0996917412,-0.0051153288
4918,06:11:38:24.116,61,0.0,0.0,0.0822978169,0.0,0.2295580208,0.3353855312,0.1688542962,0.0,0.0,0.0311614703,0.0,0.2298085541,0.3353885412,0.1687950492,0.0272182897,0.0071150227,0.0,0.0384699814,0.0385854468,0.035112761,0.0464694314,0.0,0.0147655942,0.1634012461,0.2169724703,0.0,0.0,0.0500920415,0.0521172024,0.04891482,0.0476709232,0.0600162707,0.027809225,0.2522987425,0.167357251,0.0885436237,0.0968147442,0.0395256057,0.0349348448,0.0291565619,0.0333388261,0.3076546788,0.3075323701,0.0343472697,0.0,0.0,0.0402663313,0.1294673979,0.143227011,0.1044883505,0.1182057783,7.802e-07,0.0,0.0,0.0,-0.0189398322,-0.1002909392,0.0019057717,0.0500206947,-0.1002894416,-0.0050312928
4919,06:11:38:25.118,61,0.0,0.0,0.0807962418,0.0,0.2313794941,0.3389256597,0.169309929,0.0,0.0,0.0326743945,0.0,0.2316171825,0.3389313817,0.1692527384,0.0271992516,0.0073436475,0.0,0.0383940488,0.0384995565,0.0350518599,0.0464637093,0.0,0.0145343617,0.1632827818,0.2167067081,0.0,0.0,0.0499151833,0.0518859513,0.0488404036,0.0475229323,0.0598228127,0.0278144982,0.2520208359,0.1671444923,0.0884603858,0.0967362002,0.0395329259,0.0349355601,0.0289833099,0.0331189372,0.3119698763,0.3118492663,0.034043245,0.0,0.0,0.0401740745,0.1288512349,0.1426720619,0.1042791903,0.1177966073,6.295e-07,0.0,0.0,0.0,-0.0198577996,-0.1010820419,0.002013996,0.0491040945,-0.101080589,-0.004978403
4920,06:11:38:26.119,61,0.0,0.0,0.0801181272,0.0,0.2324119508,0.3411602974,0.1696639359,0.0,0.0,0.0333093293,0.0,0.2326392531,0.3411671519,0.1696086824,0.0271663927,0.0075591966,0.0,0.0383381881,0.0384473987,0.0350714251,0.0465759151,0.0,0.0142497746,0.1630542874,0.2162898928,0.0,0.0,0.0497064553,0.0516140424,0.0487685613,0.0473798253,0.0596334115,0.0278017521,0.2518653274,0.1670271754,0.0884531811,0.0967439786,0.03955248,0.0349445194,0.0288406499,0.0329268575,0.3143270016,0.3142077327,0.0337594412,0.0,0.0,0.0401502028,0.1283464283,0.1422261149,0.1041686684,0.1174910069,5.747e-07,0.0,0.0,0.0,-0.0202427618,-0.1015289128,0.0020621729,0.0486897528,-0.1015295833,-0.0049585062
4921,06:11:38:27.121,61,0.0,0.0,0.0789783001,0.0,0.2332566977,0.3424301744,0.1699492484,0.0,0.0,0.0344404541,0.0,0.2334736288,0.3424378932,0.1698956937,0.0271383319,0.0077425167,0.0,0.0382915288,0.0383993052,0.0351051651,0.0466921329,0.0,0.0139863342,0.1627538055,0.2157813609,0.0,0.0,0.049491901,0.0513456836,0.0487019978,0.0472542457,0.0594741888,0.027790077,0.2517262995,0.1669077724,0.0884494931,0.0967482775,0.0395503193,0.0349431522,0.0287000798,0.0327372961,0.3154066503,0.3152893186,0.0334939808,0.0,0.0,0.0401416942,0.1278229654,0.1417504251,0.1040761918,0.1172050685,5.226e-07,0.0,0.0,0.0,-0.0209293868,-0.1018944681,0.002139841,0.0479952507,-0.1018951908,-0.0049055577
4922,06:11:38:28.123,61,0.0,0.0,0.0779255405,0.0,0.2335266322,0.3432831168,0.1701967865,0.0,0.0,0.0354913324,0.0,0.2337334454,0.3432920277,0.1701451093,0.0271123555,0.0079179388,0.0,0.0382546857,0.0383639708,0.0351455137,0.0467694327,0.0,0.013694047,0.1626349241,0.2154355496,0.0,0.0,0.0493264869,0.0511227921,0.048664052,0.0471537001,0.0593249351,0.0277892184,0.2513910234,0.1666214615,0.0883715674,0.0966703743,0.0395816043,0.0349633321,0.0285607371,0.0325503722,0.3156095147,0.3154938221,0.0332978182,0.0,0.0,0.0401486233,0.1273666471,0.1413634419,0.1039713174,0.1169248372,4.405e-07,0.0,0.0,0.0,-0.0215677507,-0.1020092666,0.0022075989,0.047354918,-0.102009967,-0.0048456504
4923,06:11:38:29.124,61,0.0,0.0,0.0768270195,0.0,0.2341708541,0.3436572254,0.1704514921,0.0,0.0,0.0365681127,0.0,0.2343672961,0.3436674178,0.1704012454,0.0270782132,0.0081101563,0.0,0.038212467,0.0383236967,0.0352011323,0.0468439497,0.0,0.0134359635,0.1624431908,0.2150995433,0.0,0.0,0.0491635129,0.0509088673,0.0486629345,0.0470874533,0.0591874979,0.0277725998,0.2510711551,0.1663484424,0.0882724822,0.0965684429,0.0395738371,0.0349543765,0.0284266025,0.0323710404,0.3107085228,0.3106091619,0.033145085,0.0,0.0,0.0401991345,0.1269038469,0.1409834623,0.1038443148,0.1166334674,5.205e-07,0.0,0.0,0.0,-0.0222214721,-0.1022873521,0.0022807447,0.0466860123,-0.1022881493,-0.0047903731
4924,06:11:38:30.126,61,0.0,0.0,0.0756978765,0.0,0.2346738279,0.34346205,0.1706023067,0.0,0.0,0.0376675501,0.0,0.2348596156,0.3434733748,0.1705530733,0.0270288549,0.0082950415,0.0,0.0381648578,0.038285248,0.0352929272,0.0469343141,0.0,0.0132241631,0.1623664647,0.2149254233,0.0,0.0,0.0490433164,0.0507424735,0.0487003848,0.0470611081,0.059066277,0.027748391,0.2508499622,0.1661351174,0.0881997049,0.0965112448,0.0395476893,0.0349334292,0.0283083264,0.0322143212,0.3005673587,0.3004849851,0.0330336094,0.0,0.0,0.0403021462,0.1264308393,0.1406012625,0.1036557481,0.116277203,4.877e-07,0.0,0.0,0.0,-0.0228890628,-0.1025037766,0.0023542573,0.0459988303,-0.1025045887,-0.0047299708
