FaceBlendShape.EyeBlinkLeft,FaceBlendShape.EyeLookDownLeft,FaceBlendShape.EyeLookInLeft,FaceBlendShape.EyeLookOutLeft,FaceBlendShape.EyeLookUpLeft,FaceBlendShape.EyeSquintLeft,FaceBlendShape.EyeWideLeft,FaceBlendShape.EyeBlinkRight,FaceBlendShape.EyeLookDownRight,FaceBlendShape.EyeLookInRight,FaceBlendShape.EyeLookOutRight,FaceBlendShape.EyeLookUpRight,FaceBlendShape.EyeSquintRight,FaceBlendShape.EyeWideRight,FaceBlendShape.JawForward,FaceBlendShape.JawRight,FaceBlendShape.JawLeft,FaceBlendShape.JawOpen,FaceBlendShape.MouthClose,FaceBlendShape.MouthFunnel,FaceBlendShape.MouthPucker,FaceBlendShape.MouthRight,FaceBlendShape.MouthLeft,FaceBlendShape.MouthSmileLeft,FaceBlendShape.MouthSmileRight,FaceBlendShape.MouthFrownLeft,FaceBlendShape.MouthFrownRight,FaceBlendShape.MouthDimpleLeft,FaceBlendShape.MouthDimpleRight,FaceBlendShape.MouthStretchLeft,FaceBlendShape.MouthStretchRight,FaceBlendShape.MouthRollLower,FaceBlendShape.MouthRollUpper,FaceBlendShape.MouthShrugLower,FaceBlendShape.MouthShrugUpper,FaceBlendShape.MouthPressLeft,FaceBlendShape.MouthPressRight,FaceBlendShape.MouthLowerDownLeft,FaceBlendShape.MouthLowerDownRight,FaceBlendShape.MouthUpperUpLeft,FaceBlendShape.MouthUpperUpRight,FaceBlendShape.BrowDownLeft,FaceBlendShape.BrowDownRight,FaceBlendShape.BrowInnerUp,FaceBlendShape.BrowOuterUpLeft,FaceBlendShape.BrowOuterUpRight,FaceBlendShape.CheekPuff,FaceBlendShape.CheekSquintLeft,FaceBlendShape.CheekSquintRight,FaceBlendShape.NoseSneerLeft,FaceBlendShape.NoseSneerRight,FaceBlendShape.TongueOut,FaceBlendShape.HeadYaw,FaceBlendShape.HeadPitch,FaceBlendShape.HeadRoll,FaceBlendShape.LeftEyeYaw,FaceBlendShape.LeftEyePitch,FaceBlendShape.LeftEyeRoll,FaceBlendShape.RightEyeYaw,FaceBlendShape.RightEyePitch,FaceBlendShape.RightEyeRoll
4.22113e-05,0.020942725,0.009275623,0.0,0.0,0.05122181,0.178966135,4.359e-05,0.020821147,0.109503828,0.0,0.0,0.051270608,0.179699302,0.018322509,0.013941808,0.0,0.023238264,0.014367566,0.010277516,0.039370917,0.009328025,0.0,0.334696323,0.31574443,0.0,0.0,0.170115367,0.175482839,0.042745225,0.045184106,0.058408838,0.024782807,0.311075449,0.22704038,0.12292055,0.119658828,0.022483623,0.021673758,0.026328666,0.025898052,0.051133681,0.050168742,0.051218703,0.0,0.0,0.028081622,0.050809365,0.057132997,0.074009277,0.074772298,1.9e-09,-0.015483031,0.044005302,0.087304361,-0.066886663,0.012747423,-0.000852043,0.005665692,0.012793387,7.2487e-05
3.88474e-05,0.021684874,0.007994644,0.0,0.0,0.051356621,0.179466158,4.01163e-05,0.021560174,0.110782333,0.0,0.0,0.051405732,0.180204064,0.018321848,0.013740763,0.0,0.023302024,0.014400987,0.01025944,0.039508607,0.00946263,0.0,0.340152204,0.321023822,0.0,0.0,0.170375854,0.175649852,0.042792272,0.045270387,0.058198854,0.024756016,0.310589671,0.22665371,0.121456176,0.118207887,0.022538638,0.021728065,0.02653696,0.026074538,0.051156703,0.050193921,0.051505115,0.0,0.0,0.028021697,0.05117812,0.057546634,0.074372694,0.075018287,1.8e-09,-0.015451254,0.044483301,0.087731116,-0.067667186,0.013200574,-0.000892616,0.004883223,0.013246695,6.46901e-05
3.57515e-05,0.02261417,0.007382833,0.0,0.0,0.051429197,0.179847196,3.69193e-05,0.022486737,0.111404039,0.0,0.0,0.05147849,0.180590332,0.018256418,0.013582869,0.0,0.023319218,0.014426019,0.010228558,0.039606724,0.009630966,0.0,0.347444087,0.328363746,0.0,0.0,0.170428768,0.175579831,0.042807825,0.04530932,0.057832703,0.024677249,0.307369739,0.224886805,0.116461135,0.113370478,0.022572111,0.02175705,0.026715681,0.026222345,0.0510034,0.050040223,0.051795162,0.0,0.0,0.027898412,0.051477321,0.057883721,0.074738011,0.075275518,1.7e-09,-0.015677923,0.044509065,0.088001333,-0.068046443,0.013768233,-0.000936215,0.004509486,0.013814349,6.22994e-05
3.29024e-05,0.023216981,0.00727727,0.0,0.0,0.05143182,0.18001394,3.39771e-05,0.02308799,0.111517407,0.0,0.0,0.051481117,0.180765107,0.01816161,0.013432248,0.0,0.023304008,0.014441835,0.010218624,0.039759141,0.009774928,0.0,0.349476814,0.3303321,0.0,0.0,0.17013897,0.175169215,0.042789511,0.045309052,0.057432901,0.02456275,0.306139201,0.224105373,0.11463511,0.111591272,0.022567069,0.021754077,0.026896656,0.026368659,0.050889231,0.049919058,0.052044161,0.0,0.0,0.027812261,0.051655941,0.058059339,0.075074635,0.075505756,1.6e-09,-0.015310623,0.045202208,0.08854875,-0.068115324,0.014136434,-0.000962227,0.004444985,0.014182587,6.30454e-05
3.02804e-05,0.024551407,0.007506362,0.0,0.0,0.05136548,0.180250973,3.12694e-05,0.024419485,0.111303836,0.0,0.0,0.051414713,0.181011081,0.018049639,0.013228697,0.0,0.023252124,0.014431903,0.010203602,0.039934345,0.009972403,0.0,0.349665493,0.327982873,0.0,0.0,0.169823542,0.174697951,0.042752456,0.045307547,0.057018187,0.024423881,0.305465102,0.223705918,0.113506883,0.11046996,0.022525879,0.021715049,0.027086498,0.026508046,0.050831799,0.049855225,0.052203957,0.0,0.0,0.027757766,0.051746741,0.058121353,0.075381257,0.075684592,1.4e-09,-0.015115895,0.045831051,0.089168459,-0.067984074,0.014951557,-0.00101576,0.00458486,0.01499776,6.87675e-05
2.78673e-05,0.025002198,0.007342277,0.0,0.0,0.051230725,0.180216238,2.87775e-05,0.024869107,0.111472935,0.0,0.0,0.051279988,0.18098639,0.017917071,0.01304812,0.0,0.023163462,0.014404588,0.010206893,0.04013706,0.010221497,0.0,0.33339265,0.305340231,0.0,0.0,0.169051677,0.172944993,0.042686086,0.045264605,0.056572504,0.024263496,0.30499059,0.223450929,0.112803899,0.109757587,0.022442255,0.021636941,0.027238213,0.026603829,0.050762318,0.049777448,0.052262358,0.0,0.0,0.027738432,0.051643245,0.057954785,0.075579219,0.075764455,1.3e-09,-0.015041567,0.046678063,0.08969985,-0.068087079,0.015226959,-0.001036038,0.004484619,0.015273128,6.84993e-05
2.56465e-05,0.026838739,0.009063331,0.0,0.0,0.051007792,0.179740295,2.64842e-05,0.026703306,0.109815627,0.0,0.0,0.051056888,0.180521384,0.017744904,0.012892084,0.0,0.02302628,0.014372521,0.010232838,0.040387202,0.010397274,0.0,0.323852986,0.296765477,0.0,0.0,0.165331855,0.168237567,0.042579051,0.045171499,0.056101739,0.02407223,0.30444026,0.223144323,0.11215315,0.109103769,0.02234528,0.021550147,0.027417874,0.026733955,0.050808914,0.049814392,0.052233804,0.0,0.0,0.027733667,0.051466506,0.05770009,0.075894132,0.075980216,1.2e-09,-0.014799245,0.04736973,0.090202637,-0.067073621,0.016348887,-0.001095854,0.00553573,0.016395103,9.07665e-05
2.36027e-05,0.027796721,0.010248527,0.0,0.0,0.050793517,0.17935504,2.43736e-05,0.027660312,0.108678445,0.0,0.0,0.050842255,0.180150732,0.017581645,0.012715468,0.0,0.022894945,0.014341982,0.010260089,0.040638842,0.010621239,0.0,0.318323344,0.290743113,0.0,0.0,0.163200483,0.165538237,0.04248035,0.045088239,0.055641115,0.023889151,0.303834379,0.222783402,0.111632995,0.10857024,0.022250377,0.02146229,0.027562417,0.026823107,0.050858717,0.049846519,0.052177105,0.0,0.0,0.027740868,0.051248163,0.057365272,0.076114684,0.076084875,1e-09,-0.014235811,0.047711906,0.090443701,-0.0663784,0.016934022,-0.001123335,0.006259567,0.016980384,0.000106299
2.17217e-05,0.029692195,0.013183229,0.0,0.0,0.050582942,0.178764045,2.24312e-05,0.029555202,0.105878182,0.0,0.0,0.050631315,0.179577366,0.017431743,0.012604995,0.0,0.022731822,0.014268386,0.010275837,0.040910743,0.01080717,0.0,0.300992221,0.274428189,0.0,0.0,0.16210103,0.164199159,0.042404812,0.045015842,0.055227023,0.02370243,0.303917259,0.223091751,0.111730084,0.108647138,0.022119476,0.021340853,0.027703362,0.026909694,0.051354878,0.050319262,0.051947959,0.0,0.0,0.027806386,0.050912824,0.056889419,0.076208867,0.07607466,1.1e-09,-0.013738964,0.048447338,0.090422824,-0.064666748,0.018092064,-0.001169267,0.008051853,0.018138522,0.000146063
1.99907e-05,0.030174213,0.014018448,0.0,0.0,0.050375588,0.177792832,2.06436e-05,0.030037219,0.10509143,0.0,0.0,0.050423548,0.178640306,0.017257089,0.012525008,0.0,0.022539396,0.014190302,0.010282501,0.041121796,0.010915548,0.0,0.295034081,0.269075006,0.0,0.0,0.158156171,0.160512388,0.042258181,0.044868317,0.054739755,0.0235058,0.303406447,0.222941607,0.111518331,0.108425781,0.021957265,0.021192681,0.027771747,0.026944745,0.051637415,0.050582469,0.051670693,0.0,0.0,0.027838109,0.050547808,0.056404155,0.076276429,0.076072209,1e-09,-0.01248808,0.04902446,0.090079367,-0.06418588,0.01838656,-0.00117948,0.008561929,0.018433053,0.000157839
1.83976e-05,0.030979393,0.014367463,0.0,0.0,0.050235689,0.177161172,1.89985e-05,0.03084123,0.104787543,0.0,0.0,0.050283372,0.178023085,0.017097468,0.012454045,0.0,0.022366412,0.014132788,0.01028999,0.04129675,0.010999821,0.0,0.29252699,0.266869754,0.0,0.0,0.156456098,0.15889658,0.042125396,0.044738285,0.054270811,0.023332479,0.302137017,0.222561762,0.111116722,0.108030282,0.021827564,0.021076612,0.027842324,0.026987899,0.052074518,0.051006611,0.051352643,0.0,0.0,0.027840138,0.050236564,0.056005172,0.076401554,0.076153033,1.1e-09,-0.011674668,0.049361569,0.089761347,-0.063999705,0.018878492,-0.001207536,0.008775014,0.018924967,0.000166085
1.69314e-05,0.032154381,0.015689353,0.0,0.0,0.05005677,0.176796645,1.74845e-05,0.032015435,0.103543781,0.0,0.0,0.050104111,0.177669644,0.016974906,0.012411673,0.0,0.022216143,0.014066746,0.01027307,0.041426532,0.011031891,0.0,0.291952789,0.267513603,0.0,0.0,0.155813679,0.158311859,0.042021357,0.044638727,0.053894427,0.023189295,0.301725239,0.22250247,0.110979907,0.10789638,0.02172347,0.020981481,0.027918719,0.027043155,0.052489251,0.051411122,0.051078387,0.0,0.0,0.027833639,0.049894165,0.055587225,0.076433055,0.076158606,1.4e-09,-0.011172887,0.049709913,0.089391314,-0.063239195,0.019596295,-0.001238586,0.009582233,0.019642897,0.000188244
1.55821e-05,0.032428175,0.016352976,0.0,0.0,0.049917243,0.176421598,1.60911e-05,0.032289621,0.102903619,0.0,0.0,0.049964313,0.177302644,0.016883459,0.012379809,0.0,0.022113506,0.01401582,0.010248936,0.041531511,0.011053795,0.0,0.295550317,0.272656798,0.0,0.0,0.155768529,0.1583305,0.041929405,0.044551566,0.053592406,0.023095608,0.301321,0.222303689,0.110824361,0.107745789,0.02165423,0.020917028,0.027956445,0.027069507,0.052767579,0.051681437,0.050892077,0.0,0.0,0.027820559,0.049606383,0.05523729,0.076421946,0.076136552,1.4e-09,-0.010390793,0.050123897,0.089033231,-0.062848009,0.019763632,-0.001241448,0.009987505,0.019810231,0.000197877
1.43404e-05,0.032664109,0.016863843,0.0,0.0,0.049790055,0.176191211,1.48088e-05,0.032525748,0.102409579,0.0,0.0,0.049836773,0.177076668,0.016803697,0.012327986,0.0,0.022031369,0.013989318,0.010230322,0.041605555,0.011047787,0.0,0.301849186,0.279481232,0.0,0.0,0.155763492,0.158382207,0.041831531,0.044461556,0.0533204,0.023016801,0.30081144,0.22194615,0.110544369,0.107474513,0.021613237,0.020880774,0.02801528,0.027116831,0.053000111,0.051909108,0.050693151,0.0,0.0,0.027792364,0.049371112,0.054950293,0.076506592,0.076208882,1.7e-09,-0.010426735,0.049919707,0.088766739,-0.062546089,0.019907782,-0.001244506,0.010299486,0.019954426,0.000205544
1.31975e-05,0.032509748,0.017342581,0.0,0.0,0.049679402,0.175937384,1.36286e-05,0.032372363,0.101948381,0.0,0.0,0.049725853,0.176828086,0.016712243,0.012282317,0.0,0.021965915,0.01398724,0.010211194,0.041630451,0.011080789,0.0,0.312521845,0.290165842,0.0,0.0,0.155740708,0.158383861,0.041726943,0.044352457,0.053006578,0.022957875,0.294629395,0.21766898,0.109224893,0.106275886,0.021615058,0.020879688,0.028025538,0.027121117,0.053034939,0.05193824,0.050584614,0.0,0.0,0.027705191,0.049185593,0.054726493,0.076634705,0.076333284,1.7e-09,-0.010494913,0.049914595,0.088066623,-0.062264532,0.019813553,-0.001233045,0.010591893,0.019860189,0.000210381
1.21458e-05,0.032457251,0.017967796,0.0,0.0,0.049583245,0.175510526,1.25425e-05,0.032320842,0.10132879,0.0,0.0,0.049629327,0.17640774,0.01665437,0.012239493,0.0,0.021922348,0.013968929,0.010185365,0.041694485,0.011090538,0.0,0.316224605,0.293965071,0.0,0.0,0.156220704,0.159048095,0.041652534,0.044276558,0.052803669,0.022913,0.29338029,0.216764376,0.108883351,0.105961919,0.021592675,0.020857852,0.028056111,0.027149145,0.053093422,0.051988605,0.050518446,0.0,0.0,0.027675696,0.049052332,0.054554094,0.076715931,0.076413572,1.5e-09,-0.010332079,0.04949778,0.087908424,-0.061886169,0.019781556,-0.001223582,0.010973744,0.019828206,0.000217614
1.11779e-05,0.032115158,0.017995862,0.0,0.0,0.0495109,0.175259024,1.1543e-05,0.031979527,0.10129188,0.0,0.0,0.049556699,0.176162586,0.016594965,0.012203853,0.0,0.02189005,0.013965563,0.010149769,0.041652259,0.011154339,0.0,0.321800441,0.299549699,0.0,0.0,0.156676874,0.159552053,0.041588835,0.044203334,0.052571129,0.022886386,0.292162091,0.215655446,0.108335786,0.105425812,0.021616563,0.020872848,0.028036775,0.027127668,0.052950747,0.0518393,0.050523657,0.0,0.0,0.027586334,0.04892512,0.054393705,0.076750867,0.07646285,1.3e-09,-0.010548401,0.049148303,0.087868281,-0.061863862,0.019572629,-0.00121022,0.010990934,0.019619221,0.000215657
1.02871e-05,0.031647775,0.017837651,0.0,0.0,0.049490407,0.175083369,1.06231e-05,0.031512927,0.101438217,0.0,0.0,0.049536027,0.175995827,0.016561886,0.012166645,0.0,0.021878518,0.013954824,0.010114986,0.04163735,0.011264653,0.0,0.324370444,0.301935583,0.0,0.0,0.157799572,0.16069752,0.041552018,0.044156592,0.052410174,0.022877846,0.29183048,0.215269744,0.10813906,0.105223358,0.021628982,0.020877428,0.028027689,0.027111169,0.052894,0.051773954,0.050512765,0.0,0.0,0.027537428,0.048841331,0.054273412,0.076763794,0.076472826,1.4e-09,-0.010642042,0.048721802,0.087996185,-0.061953589,0.019287162,-0.001194292,0.010894366,0.019333677,0.00021065
9.4673e-06,0.031301193,0.017195728,0.0,0.0,0.049446989,0.175036043,9.7765e-06,0.031165956,0.102050759,0.0,0.0,0.049492434,0.175956219,0.016521828,0.012120751,0.0,0.021869693,0.013962478,0.010096604,0.041635197,0.011368846,0.0,0.325720877,0.303202421,0.0,0.0,0.158223137,0.161113575,0.041509409,0.044103056,0.052246567,0.022860486,0.291439951,0.214820623,0.107806295,0.104884811,0.021646995,0.02088945,0.028029168,0.027104031,0.052743748,0.051615,0.050560821,0.0,0.0,0.027477332,0.048778441,0.054180827,0.076822877,0.076525636,1.4e-09,-0.010620039,0.048536476,0.088506788,-0.062327959,0.019075245,-0.001188295,0.010502352,0.019121869,0.000200845
8.7128e-06,0.030950902,0.017284714,0.0,0.0,0.049444519,0.174968422,8.9974e-06,0.030816445,0.101942487,0.0,0.0,0.049489811,0.175894529,0.016471621,0.012051771,0.0,0.021849111,0.0139713,0.010075387,0.041620825,0.011445332,0.0,0.328051686,0.305124044,0.0,0.0,0.158550367,0.16143702,0.041439015,0.044028163,0.052057937,0.02284121,0.291076362,0.214406878,0.107415631,0.104497373,0.021667568,0.020904625,0.028041069,0.02710685,0.052740302,0.051605001,0.050532196,0.0,0.0,0.027401596,0.048735995,0.054117594,0.076958716,0.076660611,1.5e-09,-0.010640101,0.048639086,0.088655464,-0.062262077,0.018861245,-0.001173721,0.010556744,0.018907886,0.000199626
8.0185e-06,0.03105277,0.017447112,0.0,0.0,0.049406137,0.175120428,8.2804e-06,0.030918507,0.101791181,0.0,0.0,0.049451213,0.176054105,0.016430594,0.012004039,0.0,0.02182726,0.013972964,0.010053648,0.041671876,0.011462562,0.0,0.329271615,0.306258231,0.0,0.0,0.158863917,0.161772922,0.041369241,0.043963879,0.051896691,0.022805145,0.29115054,0.214376226,0.107154004,0.10421966,0.021665273,0.020904234,0.028099148,0.027157119,0.052875575,0.051728278,0.050494615,0.0,0.0,0.027345736,0.048729993,0.054097194,0.077109024,0.076803908,1.9e-09,-0.010519342,0.048348588,0.088704512,-0.062169589,0.018923607,-0.001175855,0.01065592,0.018970136,0.000202165
7.3795e-06,0.030827764,0.01705098,0.0,0.0,0.049370356,0.175285727,7.6205e-06,0.030693306,0.102170222,0.0,0.0,0.049415257,0.176225364,0.016427709,0.011987107,0.0,0.021811783,0.01395458,0.010018039,0.0417042,0.011476069,0.0,0.330111206,0.307118684,0.0,0.0,0.159968481,0.163125932,0.041324247,0.043920279,0.051819488,0.022796711,0.291960359,0.214747533,0.10722331,0.104270801,0.021653617,0.020896375,0.028152775,0.027206689,0.053036731,0.051881656,0.050397877,0.0,0.0,0.027332569,0.048708003,0.054070953,0.077183239,0.076877534,1.5e-09,-0.010543438,0.048403305,0.088567279,-0.062401258,0.018786045,-0.00117165,0.010414003,0.018832631,0.000196143
6.7914e-06,0.03046225,0.016767019,0.0,0.0,0.049373478,0.175198913,7.0132e-06,0.030328184,0.102445535,0.0,0.0,0.049418185,0.176146239,0.016403386,0.011963523,0.0,0.021790169,0.013950379,0.009991921,0.041722547,0.011465467,0.0,0.330946565,0.308214396,0.0,0.0,0.160483182,0.1637211,0.041252978,0.043851983,0.051693033,0.022779228,0.292197764,0.214824542,0.107087195,0.104123294,0.02164912,0.020894116,0.028192161,0.02724628,0.05324186,0.052075733,0.050326321,0.0,0.0,0.02728284,0.048704039,0.054052953,0.077293694,0.076981425,1.5e-09,-0.010363554,0.048509803,0.088284321,-0.062569663,0.01856276,-0.001160841,0.010240617,0.018609308,0.00019059
6.2502e-06,0.030240562,0.016663827,0.0,0.0,0.049366843,0.174991623,6.4543e-06,0.030106885,0.102561049,0.0,0.0,0.049411565,0.175940454,0.01635927,0.011958853,0.0,0.021756217,0.013951199,0.009953762,0.041674614,0.011426392,0.0,0.336905539,0.316402614,0.0,0.0,0.160856083,0.164143562,0.041165248,0.043762472,0.051511463,0.022757569,0.291901022,0.214475691,0.106618516,0.103670113,0.021666501,0.020910762,0.028207738,0.027271748,0.053441819,0.052274227,0.050223861,0.0,0.0,0.027168015,0.048677381,0.054033414,0.077417493,0.077133305,1.5e-09,-0.010420209,0.048271027,0.08784844,-0.062640362,0.018427394,-0.001153674,0.010177617,0.018473867,0.000188038
5.7521e-06,0.030708918,0.0167729,0.0,0.0,0.049307313,0.174977765,5.94e-06,0.030574461,0.102456719,0.0,0.0,0.049351841,0.175926685,0.016290972,0.011948546,0.0,0.021716567,0.013956468,0.009920417,0.041661877,0.011366267,0.0,0.339464724,0.319369763,0.0,0.0,0.160991252,0.164308563,0.041080304,0.043682952,0.051301148,0.022708235,0.291564643,0.214125514,0.106049649,0.103123725,0.021673976,0.020919288,0.028245661,0.027315715,0.053664509,0.052495275,0.050101381,0.0,0.0,0.027046159,0.048670057,0.054040097,0.077611297,0.077340558,1.1e-09,-0.010329288,0.047924799,0.087509498,-0.062576324,0.018713512,-0.001170395,0.01024418,0.018759994,0.0001922
5.2937e-06,0.031377886,0.016505851,0.0,0.0,0.049217437,0.174843758,5.4666e-06,0.031241672,0.102732405,0.0,0.0,0.049261678,0.175792411,0.016215758,0.011929838,0.0,0.0216546,0.013944324,0.009887414,0.041657865,0.011310049,0.0,0.340808898,0.320914716,0.0,0.0,0.161071971,0.164402768,0.04100642,0.043616202,0.051072389,0.022637619,0.291385651,0.213941321,0.105565772,0.102653727,0.021659512,0.020910693,0.028274581,0.027350454,0.053737443,0.052569058,0.050023634,0.0,0.0,0.026938671,0.04859975,0.05397873,0.077770665,0.077511296,1.1e-09,-0.010276662,0.048351121,0.087331012,-0.062744215,0.019122085,-0.001199159,0.010081,0.019168634,0.000193259
4.8718e-06,0.031764474,0.016554914,0.0,0.0,0.049150951,0.174699917,5.031e-06,0.03162748,0.102703996,0.0,0.0,0.049195036,0.175646782,0.016134862,0.011925592,0.0,0.02158767,0.013939533,0.009859963,0.041661196,0.011221714,0.0,0.341803908,0.32206738,0.0,0.0,0.16097185,0.164333284,0.040912584,0.043528251,0.050852139,0.022569643,0.291011423,0.213596493,0.10494186,0.102046087,0.021650353,0.020910054,0.02830898,0.027397992,0.053706501,0.05254367,0.04997281,0.0,0.0,0.02683359,0.048558328,0.053959619,0.077990525,0.07776279,1.2e-09,-0.010387949,0.0488819,0.087071329,-0.062726587,0.019358205,-0.001213629,0.010110918,0.019404806,0.000196222
4.4836e-06,0.032127842,0.016631171,0.0,0.0,0.049104255,0.174466223,4.63e-06,0.031990066,0.102660954,0.0,0.0,0.049148236,0.175416872,0.016091269,0.011915804,0.0,0.021539239,0.013927797,0.009831624,0.041678768,0.011157474,0.0,0.342174679,0.322460592,0.0,0.0,0.161114231,0.164492503,0.040826634,0.043444309,0.050720293,0.022541829,0.290854663,0.213424474,0.104560286,0.101665556,0.021643549,0.020910263,0.02832911,0.027427433,0.053716488,0.052553851,0.049938168,0.0,0.0,0.026774358,0.048508924,0.053918243,0.078126863,0.077912241,1.3e-09,-0.010243393,0.049231169,0.087176211,-0.062700026,0.019580102,-0.001227025,0.010157449,0.019626796,0.00019938
4.1263e-06,0.032539018,0.017203001,0.0,0.0,0.049031161,0.174334765,4.2611e-06,0.032401439,0.1021109,0.0,0.0,0.049074903,0.175286546,0.016031586,0.011924235,0.0,0.021503113,0.013925816,0.00981039,0.04169181,0.01106364,0.0,0.342429608,0.32276997,0.0,0.0,0.161109641,0.164518073,0.040753298,0.043372367,0.050566632,0.022503747,0.290568233,0.213149369,0.104126066,0.101248831,0.021641756,0.020910882,0.028344987,0.027456937,0.053760085,0.052597549,0.049870417,0.0,0.0,0.026699923,0.048465341,0.053889956,0.078253716,0.078069694,1.3e-09,-0.010520607,0.04931232,0.087240204,-0.06236377,0.019831469,-0.001236125,0.010506641,0.019878054,0.000208875
3.7974e-06,0.0325398,0.017161261,0.0,0.0,0.049007155,0.174230352,3.9215e-06,0.032402024,0.102169216,0.0,0.0,0.04905086,0.175185233,0.01600609,0.011936961,0.0,0.021482982,0.013912635,0.009786469,0.041708089,0.011017028,0.0,0.341935635,0.322021216,0.0,0.0,0.161334038,0.164751113,0.040701978,0.043318912,0.050489672,0.022497373,0.290551364,0.21311608,0.104026601,0.101152897,0.021637293,0.02090968,0.028342051,0.02746046,0.053903066,0.052740566,0.049776945,0.0,0.0,0.026668266,0.048389666,0.053816218,0.078275435,0.078102581,1.4e-09,-0.010226787,0.049168435,0.087305248,-0.062399391,0.019831874,-0.001236856,0.010481147,0.019878523,0.000208373
3.4948e-06,0.032257225,0.017205484,0.0,0.0,0.048955593,0.174440458,3.609e-06,0.032120034,0.102113769,0.0,0.0,0.048999075,0.175394878,0.015974695,0.011954283,0.0,0.021472933,0.013919298,0.009769084,0.041700933,0.010965191,0.0,0.341936708,0.322006136,0.0,0.0,0.161377221,0.164814368,0.04065951,0.043273445,0.050384942,0.022486229,0.290185899,0.212766543,0.10363283,0.100777648,0.021653559,0.020924239,0.028326143,0.027454566,0.053813968,0.05265142,0.049739279,0.0,0.0,0.026608735,0.048336685,0.05377477,0.078303605,0.078165717,1.3e-09,-0.010025105,0.048524079,0.087394841,-0.062365729,0.019659236,-0.001225425,0.010508194,0.019705905,0.000207097
3.2163e-06,0.03263991,0.017967463,0.0,0.0,0.048871473,0.174473181,3.3214e-06,0.032503109,0.101365559,0.0,0.0,0.048914664,0.175425112,0.015913161,0.011943446,0.0,0.021436838,0.013919143,0.009754127,0.041727729,0.010880636,0.0,0.341617644,0.321671993,0.0,0.0,0.161171258,0.164631635,0.040596742,0.043221623,0.050211679,0.022440748,0.289773643,0.212411016,0.103224851,0.100381479,0.021645017,0.020917798,0.028314501,0.027452719,0.053815965,0.052654889,0.049678598,0.0,0.0,0.026543103,0.048215564,0.053648338,0.078331858,0.078224979,1.7e-09,-0.009663179,0.047919866,0.087295204,-0.06190848,0.019893138,-0.001230929,0.010973515,0.019939786,0.000218834
2.96e-06,0.033198815,0.018397294,0.0,0.0,0.048776116,0.174663931,3.0567e-06,0.033061627,0.100958966,0.0,0.0,0.04881902,0.175609097,0.015864901,0.01192818,0.0,0.021395121,0.013907804,0.00974278,0.041791942,0.010745673,0.0,0.340835333,0.321105808,0.0,0.0,0.160990283,0.16450882,0.040548056,0.043199722,0.050078876,0.022389304,0.289762765,0.212413102,0.103004381,0.10016679,0.02161989,0.020901557,0.028330302,0.027479861,0.053800095,0.052646872,0.049664088,0.0,0.0,0.026515307,0.048101958,0.053542279,0.078364365,0.078287229,1.6e-09,-0.008947065,0.048738924,0.086963087,-0.061659735,0.020234656,-0.001247043,0.011235956,0.020281285,0.000227906
2.7241e-06,0.034190752,0.018968144,0.0,0.0,0.048617058,0.174396172,2.8131e-06,0.034052394,0.100406885,0.0,0.0,0.048659548,0.175338298,0.015780304,0.011920062,0.0,0.021360684,0.01392651,0.00973877,0.041847978,0.010588547,0.0,0.34057501,0.32101357,0.0,0.0,0.160517886,0.164074585,0.040456031,0.043114722,0.049882572,0.022343053,0.286111772,0.21002686,0.101967871,0.099267982,0.021623548,0.020910585,0.028319722,0.027491663,0.053638283,0.052489966,0.049674884,0.0,0.0,0.026426662,0.047965866,0.053417396,0.078452997,0.078440249,1.7e-09,-0.0085836,0.048689213,0.086767428,-0.061321795,0.020840604,-0.001277367,0.011584452,0.020887345,0.000241998
2.507e-06,0.034611493,0.019309944,0.0,0.0,0.048509859,0.174246803,2.5889e-06,0.034472741,0.100085549,0.0,0.0,0.048552021,0.175183132,0.015708288,0.011903476,0.0,0.021319062,0.01392918,0.009722216,0.041862615,0.010450298,0.0,0.340390176,0.320936859,0.0,0.0,0.160211489,0.163793206,0.040376965,0.043043841,0.049690638,0.022303628,0.284800768,0.209084138,0.101375729,0.098720148,0.02162029,0.020912405,0.028302256,0.027493104,0.053676914,0.05253711,0.049611878,0.0,0.0,0.026339255,0.04783475,0.053298902,0.078522556,0.078557521,1.8e-09,-0.008123532,0.049502489,0.086791605,-0.061125219,0.021097608,-0.001288983,0.011793139,0.021144433,0.000249391
2.3072e-06,0.034933876,0.019840255,0.0,0.0,0.048385274,0.174061284,2.3826e-06,0.034795519,0.099548154,0.0,0.0,0.04842703,0.174993768,0.015621017,0.011906118,0.0,0.021264218,0.013932172,0.009728312,0.041902002,0.010363185,0.0,0.339591444,0.320397496,0.0,0.0,0.159642905,0.163238585,0.040339749,0.043008212,0.049496912,0.022247255,0.283915132,0.208373502,0.100814521,0.09817142,0.021606715,0.020903783,0.028290734,0.027494032,0.053396277,0.052260239,0.049679499,0.0,0.0,0.026289679,0.047714137,0.053181909,0.078609027,0.078702003,1.4e-09,-0.008043652,0.050813881,0.086762868,-0.060796756,0.021294728,-0.001294048,0.012116963,0.021341462,0.000258627
